Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR Particle board;;;;;;;ISO 5660;EUREFIC;CDK9307_EUREFIC9;;1;2003-08-06 10:22:08
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;35;175;13;70;83;NA;11.8;NA;NA;774;0.01;79;170
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 0.840279; 0; 0
5; -4.1788; 0; 0
10; -4.1815; 0; 0
15; -4.15653; -0.00147959; 0
20; -9.09756; 0.0118368; 0
25; 0.831072; 0; 0
30; 25.7606; -0.0147954; 0
35; 84.9891; 0.0118347; 393.317
40; 103.772; 0.0828446; 52.5697
45; 62.7882; 0.140541; 500.538
50; 34.2401; 0.0695323; 1036.45
55; 15.4835; 0.0177536; 1572.62
60; 15.6601; 0.0384623; 416.659
65; 15.653; 0.0221919; 474.287
70; 25.4503; 0.04882; 233.303
75; 44.8876; 0.0384623; 303.402
80; 73.9498; -0.00147756; -10042.8
85; 78.3976; 0.04882; 580.784
90; 87.0058; 0.0547353; 646.837
95; 96.8039; 0.050297; 915.85
100; 110.786; 0.0739706; 780.176
105; 119.943; 0.0695323; 912.967
110; 133.51; 0.0784063; 925.32
115; 165.735; 0.0976379; 863.194
120; 175.368; 0.116869; 821.918
125; 145.349; 0.125747; 1076.61
130; 117.1; 0.127226; 929.134
135; 90.3344; 0.107995; 892.573
140; 81.7362; 0.0784063; 966.602
145; 68.0656; 0.0606542; 1008.72
150; 63.4135; 0.0517802; 976.245
155; 53.8529; 0.0532598; 894.011
160; 53.9895; 0.0547353; 733.803
165; 53.9967; 0.0443777; 808.841
170; 54.0671; 0.0340286; 902.342
175; 44.3779; 0.0355077; 769.87
180; 34.9921; 0.0355036; 688.804
185; 39.8518; 0.0355042; 634.634
190; 34.9812; 0.0369832; 545.273
195; 30.1344; 0.0251505; 820.72
200; 35.0268; 0.0266296; 691.567
205; 30.2514; 0.0266296; 597.92
210; 25.3643; 0.0251505; 711.834
215; 30.2917; 0.0384628; 419.148
220; 25.2576; 0.0266261; 583.03
225; 25.4773; 0.0147934; 1048.47
