Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric;Interliner;Foam;;F3;Mattresse upholstery;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 13:09:13
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;;;18.16;;;;22.17;;;;;67.92;;;;F3_1;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);Mass (g)
0;2.26866711332336;29.2
5;4.70828536489146;60.837813
10;5.94672158214556;61.92529
15;8.07103595192864;62.157896
20;12.755870068394;60.924451
25;19.0680568649646;61.243474
30;19.3254510961886;60.953957
35;27.4811368196901;60.940469
40;80.0701234792011;60.848913
45;92.457354762222;60.595552
50;98.4177025726081;60.570762
55;111.553770831333;60.270128
60;129.885682105323;60.032047
65;152.730278348864;59.758715
70;147.850117893923;59.106098
75;124.64312132435;58.861815
80;91.2413405868116;58.451728
85;54.5612828853886;58.153792
90;27.0500943734895;57.862443
95;7.09982638599874;57.655415
100;-2.13198176747366;57.636926
105;-1.11285205648409;57.54618
110;2.69545934878269;57.432683
115;8.23703294556694;57.433442
120;16.8989360465052;57.325078
125;18.6117960930538;57.325816
130;9.01907431461217;57.223314
135;4.5677388042284;57.21678
140;5.80767077277041;57.16053
145;9.12408250576616;57.137781
150;8.42427435273948;57.143644
155;10.6502624470683;57.065578
160;7.84923814549802;57.134504
165;5.68229283353468;57.135793
170;3.2483396444941;57.131421
175;3.03530133898848;57.013362
180;3.16306454913109;56.942602
185;3.27366657177114;56.937165
190;3.45937464309318;56.962023
195;5.11149978451;57.039478
200;12.2576104291636;56.941052
205;6.16212666364421;56.942377
210;3.59456075327576;56.946709
215;5.98294586459032;56.825382
220;13.2371696702222;56.84709
225;22.9960186687261;56.833582
230;12.7300087469061;56.8308
235;7.02564149105417;56.829082
240;4.3500584424582;56.830574
245;3.8939941285261;56.833296
250;3.06386329797789;56.8126
255;3.12038072993537;56.740363
260;3.10474259795805;56.81706
265;2.63442322367676;56.655396
270;2.59643551458929;56.550817
275;1.40633967422667;56.548193
280;1.1544118459646;56.348434
285;1.1072214589812;56.250079
290;1.48087533222791;56.09853
295;1.89704350919769;54.685111
300;2.20668590078166;54.3317
305;9.13895872609805;53.77064
310;8.65142749778079;53.24655
315;4.87946844262966;52.943093
320;4.41314495709884;52.716429
325;4.87499066946285;52.2883
330;11.436258854699;52.148382
335;10.8751093133234;52.034419
340;9.61225356113732;51.852729
345;7.97243701603868;51.70038
350;5.58511519799591;51.623685
355;7.19916247408004;51.427756
360;14.1028481630497;51.337158
365;7.30618657714454;51.038323
370;4.43773659138918;50.847508
375;3.3505968946612;50.654275
380;4.23799859537314;50.533265
385;4.11722140721107;50.417022
390;3.90627716115812;50.334968
395;7.74009164721381;50.21393
400;14.8665542461861;50.124914
405;10.6944343206818;50.097317
410;10.0645513359164;50.018312
415;8.69376087260804;49.837445
420;7.43618265302276;49.797303
425;6.62478233357586;49.715858
430;4.80851448980032;49.605691
435;4.66905060313177;49.520978
440;4.61927927246418;49.501172
445;4.94763859717485;49.342008
450;4.55458563915873;49.323506
455;4.31922441908008;49.214217
460;4.3501840394812;49.133655
465;4.39702342421733;49.124592
470;4.58209540280415;49.134892
475;4.81029576625587;49.127007
480;5.94253791471171;48.941166
485;4.83102771283734;48.81341
490;3.55162296680456;48.808324
495;4.62907970266013;48.721422
500;4.66178003928927;48.604857
505;5.02750628156221;48.51552
510;6.23030528115913;48.522998
515;6.28253848834493;48.413615
520;5.1176805696668;48.314471
525;4.78022563879955;48.208409
530;4.7129767100583;48.224795
535;3.77188639032742;48.208042
540;3.96120548567153;48.199364
545;3.98923375644715;48.03092
550;4.06639430903958;48.010176
555;3.90994133963631;47.911829
560;4.59148499506657;47.914075
565;4.25483264927893;47.907925
570;4.69505211872628;47.79727
575;3.79043569462731;47.808797
580;3.90069578150947;47.721056
585;4.20962179258302;47.718417
590;3.68468208261876;47.717049
595;3.55414751227414;47.604898
600;4.5418542945802;47.52802
605;4.76338884380382;47.604245
610;4.88253972392003;47.514566
615;5.23059746289734;47.425303
620;4.21247450601012;47.400269
625;2.80169602083372;47.40362
630;3.66667904059019;47.305787
635;4.6388571821168;47.30862
640;4.61453109247886;47.31032
645;4.96914101878801;47.197084
650;4.2260004036914;47.195088
655;6.1332922550784;47.110143
660;4.83165741833735;47.114394
665;3.59256939386154;47.021947
670;4.31931685818199;47.013591
675;3.82567032309462;46.918071
680;5.04263005851776;46.903633
685;4.88646911142491;46.830799
690;4.96766518297555;46.815869
695;4.7923633423729;46.82773
700;5.36206061385474;46.709036
705;4.45503522084035;46.789632
710;3.47929687973657;46.709015
715;3.55156645416446;46.616883
720;3.64963577814958;46.62101
725;3.92382102296383;46.504203
730;3.51599128067084;46.504653
735;2.30118400634795;46.51393
740;2.21852443127804;46.41747
745;2.28520622588673;46.421533
750;4.73525958079522;46.418527
755;4.98634247255627;46.308176
760;4.339315104164;46.302576
765;5.36059638884365;46.307662
770;4.46850540209405;46.224605
775;4.47784384297344;46.110699
780;5.43388565716343;46.126992
785;4.82783014390443;46.107206
790;5.10572170942814;46.105914
795;4.13625452618354;46.015048
800;3.29543774352242;45.922924
805;2.63500844439865;45.901632
810;3.32008915031911;45.906745
815;4.30177218660101;45.818671
820;4.57639790821211;45.698678
825;4.29186824120822;45.720071
830;4.23845786732604;45.716129
835;3.69105101753687;45.69835
840;4.36489744060806;45.607621
845;4.48493783639586;45.519876
850;4.62787752026832;45.519386
855;7.21038042998584;45.575884
860;12.3743887830894;45.42027
865;15.5962209603619;45.476865
870;13.7170957422248;45.408452
875;7.02179990197321;45.409797
880;6.77998992633255;45.297284
885;5.80226274614408;45.293709
890;5.83521302964638;45.282121
895;4.9201840371385;45.203534
900;4.89746583175128;45.209914
905;3.68399065395402;45.099827
910;3.16135879741564;45.208541
915;3.96456760885155;45.023129
920;3.99487665718616;45.086602
925;3.1685704736897;45.009425
930;3.30513948012472;45.024457
935;4.43575378433428;44.903659
940;4.3765806446659;44.922906
945;4.2903564828394;44.900104
950;4.37679781017823;44.919084
955;4.55821118905438;44.899791
960;4.87401722056952;44.798256
965;5.17606372055493;44.786419
970;5.03917045723399;44.812339
975;3.78941041182929;44.698331
980;4.78149909556364;44.693876
985;3.67899414870983;44.686271
990;3.79567091837087;44.687817
995;3.98503328532992;44.602881
1000;4.29240788160173;44.599062
1005;4.44559326308025;44.488179
1010;5.16866759325199;44.487382
1015;4.96459036835756;44.492738
1020;4.95906183453607;44.487853
1025;5.01562346993769;44.41707
1030;4.03830115892733;44.484335
1035;5.32138078798132;44.302859
1040;5.32586311754167;44.369963
1045;3.53714606113862;44.405029
1050;2.69688635893261;44.382203
