Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Polycarbonate;;;;IN3-2;Wall or ceiling strips;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 13:14:46
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
50;;;70.09;;;;50.38;;;;;192.33;;;;IN3-2_1;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);Mass (g)
0;2.66818818895737;62.3
5;2.68099775085052;61.173385
10;3.93145133504074;61.14475
15;2.10760851284873;61.27583
20;1.04409639811761;61.354406
25;1.92732445681106;61.360866
30;0.468120600058624;61.468636
35;0.237606366701697;61.472612
40;1.17604522825495;61.376983
45;0.938109427417708;61.365669
50;1.24468485365731;61.476012
55;1.29118762132202;61.474835
60;1.3194677947709;61.360293
65;4.22328988172213;61.355189
70;85.8325482423958;61.288338
75;160.21864715356;60.970525
80;212.117379605203;60.975964
85;219.258566057418;60.594137
90;211.861365988124;60.094227
95;187.394414748639;59.698712
100;174.097221753276;59.289684
105;176.35378767695;58.292349
110;192.557429195514;57.993436
115;220.597658831493;57.314859
120;258.069306436358;57.069854
125;273.980199687097;56.465574
130;270.773960852296;55.747375
135;280.118405834277;55.348226
140;319.489345880647;54.322313
145;367.918022358065;53.611869
815;406.514805598207;50.71728
820;510.587522308936;47.161611
825;619.741737739208;41.680723
830;563.28258319992;38.228416
835;430.159385412705;35.467835
840;339.092016400674;33.948883
845;291.373955214465;32.885859
850;277.739634117258;32.093578
855;250.381008776146;31.567756
860;232.01467307241;30.764115
865;216.718347438281;30.297025
870;211.408691007463;29.864169
875;188.880200443522;29.126462
880;155.640871757128;28.869259
885;128.586142477743;28.303679
890;100.85370683497;28.062403
895;85.7429903502601;27.861889
900;77.015635542859;27.573786
905;71.961601830367;27.392473
910;69.5149631306381;27.2573
915;69.6202622800068;27.154826
920;69.6173180925559;26.849514
925;67.5118746937931;26.662582
930;70.0013418274093;26.482982
935;68.0570072233372;26.370316
940;61.6312032912671;26.170126
945;59.287533998945;26.059903
950;59.2206205153603;25.9845
955;58.0630394764634;25.870554
960;57.5810710875203;25.661792
965;59.132312615911;25.562845
970;58.7733015862708;25.450898
975;57.7733176188839;25.26713
980;53.9075959674171;25.154477
985;53.1514301914366;25.143484
990;53.0301479122396;24.876157
995;50.9313103923234;24.78566
1000;50.5769507265105;24.648963
1005;50.1995446935515;24.570813
1010;49.5647556377197;24.383025
1015;50.4497768452061;24.250858
1020;47.7821290065585;24.157002
1025;47.28397776662;24.049559
1030;47.0026376764009;23.966178
1035;46.8549502822097;23.755667
1040;45.9599695712708;23.631765
1045;44.7997207354553;23.452474
1050;45.3675449441422;23.354316
1055;45.1665024994251;23.23494
1060;43.3389094609639;23.149192
1065;41.3389109698093;23.056379
1070;41.7084348878287;22.950581
1075;41.2304410828268;22.743016
1080;39.9939884585755;22.743547
1085;38.9905120348968;22.555558
1090;38.5863095434023;22.539171
1095;39.0392776083164;22.362747
1100;39.1274627868807;22.340504
1105;38.0549719135244;22.170029
1110;38.7011658671869;22.078575
1115;37.2457954726151;22.057447
1120;37.2660334330681;21.866688
1125;36.9447436021907;21.65397
1130;36.1989448983225;21.655343
1135;37.4327502606131;21.532915
1140;35.6278514070133;21.452139
