Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000026_EUREFIC10;;1;2003-08-05 13:26:56
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;38;90;4.2;17;13;11.2;3.7;NA;NA;234;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.5; 0.2129; 0.0026; -143.844
3.522; 1.2811; 0.0047; -134.108
6.078; -0.3352; -0.0022; -1085.79
8.082; 0.2287; 0.0023; -1063.89
10.14; 0.8609; 0.0001; -859.446
12.438; 0.5617; 0.0056; -979.047
14.46; 0.3545; -0.0011; -1001.55
16.98; -0.01; 0.0032; -22.3261
18.96; -0.7092; 0.0018; -176.283
20.982; 0.3984; 0.0034; -356.394
22.962; -0.4205; 0.0007; -311.327
24.96; 1.0795; 0.0047; -217.39
27.72; 0.7061; 0.0055; -170.693
29.7; 19.7414; 0.0162; 28.1183
31.722; 61.3249; 0.0384; 104.424
36.522; 90.3603; 0.0555; 179.866
39.102; 84.4604; 0.0661; 215.404
41.1; 53.4023; 0.0673; 301.44
45.522; 32.042; 0.0626; 407.319
47.502; 17.8145; 0.0458; 464.591
50.058; 11.0517; 0.0315; 511.636
52.062; 7.5551; 0.0282; 580.378
54.018; 4.8907; 0.0283; 612.326
56.058; 4.7743; 0.0288; 591.912
58.038; 3.3975; 0.025; 567.547
