Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PUR rigid;Plastic faced steel sheet;;;;;;ISO 5660;EUREFIC;CDK09413_EUREFIC9;;1;2003-07-24 12:43:02
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;42;54;8.5;40;35;NA;10.7;NA;NA;511;0.01;79;170
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -2.03464; -0.00443878; 0
5; -2.01822; 0.00147959; 0
10; -2.01135; -0.00147959; 0
15; 2.81884; 0.00887807; 0
20; -2.00348; 0.0207108; 0
25; 2.79898; 0.00739441; 143.137
30; 7.59122; 0.0044398; 521.265
35; 41.0866; 0.0369873; 545.147
40; 50.4337; 0.0532557; 856.272
45; 30.5992; 0.0769251; 575.864
50; 26.2756; 0.0547394; 456.569
55; 12.2502; 0.0207123; 1133.58
60; 12.3854; 0.0384623; 488.238
65; 17.1; 0.0251505; 631.647
70; 31.3672; 0.0251505; 629.88
75; 45.5382; 0.0369832; 419.488
80; 45.3048; 0.0340246; 310.825
85; 45.0205; 0.0443822; 342.074
90; 49.7151; 0.0562144; 396.741
95; 49.4939; 0.0443817; 522.94
100; 44.9947; 0.0340286; 611.289
105; 44.9168; 0.0355036; 506.133
110; 49.5853; 0.0355042; 506.16
115; 44.8891; 0.0355042; 491.859
120; 44.9175; 0.0384628; 444.379
125; 49.6036; 0.0103551; 1743.16
130; 49.6886; 0.0458613; 422.392
135; 45.0246; 0.0710098; 302.379
140; 54.0937; 0.0192327; 1093.1
145; 45.1387; 0.0355077; 560.032
150; 44.8805; 0.04882; 384.123
155; 49.7899; 0.0207082; 860.406
160; 45.1496; 0.0473409; 344.359
165; 35.4886; 0.0473409; 336.578
170; 35.6743; 0.0221873; 753.695
175; 35.5003; 0.0384669; 413.922
180; 40.3397; 0.0221919; 692.166
185; 35.6987; 0.0488159; 314.626
190; 35.5452; 0.0384628; 377.037
195; 35.6378; 0.00148112; 8602.6
200; 35.585; 0.0266296; 533.28
205; 35.6705; 0.04882; 272.81
210; 35.5202; 0.0355036; 381.852
215; 35.5751; 0.0251505; 483.012
220; 31.0176; 0.0266301; 486.121
225; 31.0569; 0.0266256; 470.639
230; 26.3703; 0.0266301; 475.59
235; 30.906; 0.0266296; 446.063
240; 35.7453; 0.0266296; 415.522
245; 31.0494; 0.0281092; 373.666
250; 35.843; 0.0162725; 694.026
