Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Painted paper plasterboard;plasterboard;;;;;;ISO 5660;EUREFIC;CS000014_EUREFIC1;;1;2003-08-05 13:04:51
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
75;21;240;4.2;23;NA;8.9;4.7;NA;NA;5;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.182; 1.4993; 0.0091; 71.095
3.18; 0.7776; 0.0167; 19.6547
5.64; 0.7223; 0.0143; 33.3658
7.638; 0.8578; 0.0184; 49.7949
9.858; 1.0399; 0.0184; 68.7193
11.862; 1.3437; 0.023; 81.6547
13.86; 0.3252; 0.0268; 89.3445
16.32; 0.286; 0.0361; 90.8921
18.318; 0.61; 0.0633; 80.2519
20.322; -1.8975; 0.101; 65.993
22.302; -4.8919; 0.1504; 49.1245
24.282; 56.4096; 0.18; 32.6191
26.742; 163.72; 0.1961; 16.3787
28.722; 239.72; 0.1885; 10.3136
30.72; 235.327; 0.1626; 5.3022
32.862; 173.732; 0.1244; 3.4542
34.86; 133.957; 0.098; 2.7548
37.242; 94.0825; 0.0859; 2.6705
39.222; 70.6111; 0.0749; 2.835
41.22; 52.5219; 0.071; 3.2573
43.218; 39.6381; 0.0649; 3.9307
45.222; 34.327; 0.065; 4.2513
47.622; 30.5985; 0.0624; 4.5373
49.62; 27.8047; 0.0633; 4.6966
51.6; 26.9364; 0.0619; 4.5094
53.862; 25.683; 0.0628; 4.18
55.86; 24.5095; 0.0623; 4.2986
58.338; 23.6226; 0.0622; 4.4072
60.342; 23.0941; 0.0618; 4.4809
62.322; 22.3671; 0.062; 4.448
64.32; 22.4507; 0.0638; 4.3707
66.318; 21.9847; 0.0637; 4.163
68.838; 21.2262; 0.0637; 4.0039
70.842; 21.2971; 0.064; 3.6859
72.84; 20.0766; 0.0658; 3.5075
74.838; 20.5607; 0.0645; 3.373
77.04; 20.3737; 0.0654; 3.2264
79.458; 20.9276; 0.0645; 2.9796
81.462; 19.4827; 0.0633; 3.1209
83.46; 19.4068; 0.0628; 3.2275
85.458; 18.7511; 0.0624; 2.9258
87.462; 18.6508; 0.061; 2.6783
89.898; 18.562; 0.0598; 2.366
91.902; 17.6724; 0.0598; 1.8955
93.9; 17.2322; 0.0585; 1.6685
95.88; 17.5218; 0.0585; 2.1428
97.878; 17.6736; 0.0585; 2.8612
100.56; 17.0807; 0.0575; 3.2882
102.558; 15.1762; 0.0567; 3.7171
104.562; 14.9635; 0.0563; 3.633
106.56; 14.5773; 0.0541; 3.1884
108.54; 14.4374; 0.0531; 2.2459
111.018; 12.934; 0.0531; 1.5187
113.022; 12.631; 0.0524; 0.8859
115.02; 11.551; 0.0506; 0.7156
117.018; 9.5444; 0.0502; 0.6004
119.04; 8.6474; 0.0488; 1.2642
121.758; 7.0118; 0.047; 1.8895
123.762; 6.8821; 0.0453; 2.5839
125.76; 6.3399; 0.0454; 3.6174
127.758; 5.1001; 0.0435; 4.2635
129.762; 4.6625; 0.0431; 4.7026
132.198; 4.2314; 0.0431; 4.8017
134.202; 3.0282; 0.0426; 5.0062
136.2; 2.006; 0.0421; 5.4646
138.198; 2.8883; 0.0431; 6.5072
140.202; 1.634; 0.0401; 7.0834
142.68; 2.2623; 0.0401; 7.9522
144.882; 2.4414; 0.0378; 8.4372
146.838; 2.085; 0.0372; 4.0778
148.842; 2.0326; 0.037; 3.6708
150.84; 2.1195; -0.0232; 3.8117
