Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
polyester fabric;;;;IN8-3;Curtain;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-17 14:43:44
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
75;13;100.01;6.85;;;1.79;1.71;36.66;;511.39;;51.83;0.0088;Distortion. End flame at 47s.;2010-07-28;c_LSFIRE_IN8-3_75c;0.4;;;;;;;;;;;;;;
VectorData
THR (MJ/m2);HRR (kW/m2);Mass (g);SPR (m2/(m2*s))
755;3.507622905;0.18822055;0.076189207
757;3.532796807;0.17844231;0.211891632
759;3.484081593;0.16638437;0.305507893
761;3.454271349;0.20400247;0.397195793
763;3.509699128;0.20926288;0.397195793
765;3.474258342;0.19132808;0.381411299
767;3.525239777;0.21720321;0.316636158
769;3.456407276;0.22817761;0.314796039
771;3.533826996;0.18491621;0.350810775
773;3.507901607;0.16334199;0.46817525
775;3.474853374;0.17309493;0.448699766
777;3.469133385;0.18071405;0.395517939
779;3.489587995;0.19650983;0.303741796
781;3.510952429;0.20730681;0.184824642
783;3.493818731;0.17681301;0.137590419
785;3.507732396;0.16608082;0.164482569
787;3.512359433;0.16690829;0.215681894
789;3.496691488;0.15998671;0.261728987
791;3.479871009;0.16410466;0.345883294
793;3.506056551;0.14859857;0.280965729
795;3.487605931;0.16589752;0.218400143
797;3.5309637;0.21229729;0.151720763
799;3.493811095;0.18605346;0.18718468
801;3.513125889;0.1841421;0.121893074
803;3.546953586;0.17416704;0.225271271
805;3.494073397;0.16297607;0.280866932
807;3.507903521;0.15987444;0.334480934
809;3.546176468;0.1374076;0.256937026
811;3.546010942;0.1865715;0.239334986
813;3.465570093;0.19227128;0.141532437
815;3.418567279;0.18318815;0.082534233
817;3.470878484;0.16333367;0.048346567
819;3.487347294;0.16804278;0.100547152
821;3.500446849;0.15361469;0.195115868
823;3.526486843;0.14721702;0.290206118
825;3.523443336;0.15519097;0.379403928
827;3.545310531;0.16422282;0.381170713
829;3.428145074;0.17589267;0.325003024
831;3.415420371;0.18461509;0.265080339
833;3.519241187;0.16344629;0.172233924
835;3.529730492;0.16910657;0.121788163
837;3.594788648;0.16794402;0.185928948
839;3.40787751;0.1626105;0.261054095
841;3.489113013;0.13978086;0.243265832
843;3.542117706;0.17610682;0.243415909
845;3.479359825;0.16210632;0.204663861
847;3.452416877;0.16967243;0.143361579
849;3.547174334;0.17271481;0.073851287
851;3.456477519;0.15857986;0.101907726
853;3.496824779;0.15145314;0.144989519
855;3.4743893;0.15134884;0.241751797
857;3.47732713;0.15149264;0.331841289
859;3.572236184;0.16977638;0.356606006
861;3.488798995;0.14656697;0.374770069
863;3.492053912;0.19456797;0.318506027
865;3.515801082;0.19954701;0.235098504
867;3.479079136;0.19806948;0.118711988
869;3.548802668;0.1677077;0.117989762
871;3.523120538;0.14904349;0.144218858
873;3.521878589;0.13592175;0.153984204
875;3.48725137;0.11935741;0.140629448
877;3.458272039;0.15601013;0.151094382
879;3.46848938;0.16672845;0.121437037
881;3.550930097;0.14877113;0.074667876
883;3.464039739;0.14293898;0.13772671
885;3.458172854;0.1356293;0.145064418
887;3.545175996;0.13596992;0.200862082
889;3.513638707;0.13354641;0.200862082
891;3.487626523;0.14937614;0.146424486
893;3.460080773;0.15806495;0.073600306
895;3.491651045;0.14375502;0.135285471
897;3.45180771;0.14967969;0.175931177
899;3.485341956;0.14004525;0.246002104
901;3.51385583;0.15717268;0.246002104
903;3.523266459;0.12816472;0.246002104
905;3.523904027;0.16281321;0.176979231
907;3.500284174;0.1650593;0.072471213
909;3.477731491;0.14618996;0.09971011
911;3.480950736;0.16071092;0.19244428
913;3.534958826;0.14774649;0.207755638
915;3.503695808;0.13551113;0.264957363
917;3.456643134;0.14283468;0.262557077
919;3.432286373;0.13509151;0.165247253
921;3.490124986;0.14201552;0.159815828
923;3.454034746;0.14870044;0.243910022
925;3.480901129;0.12755382;0.287703462
927;3.513235526;0.11091082;0.287703462
929;3.493329357;0.13789514;0.304488059
931;3.494345491;0.13441338;0.277000315
933;3.496208597;0.13578696;0.179283646
935;3.516038644;0.13376332;0.151086207
937;3.49979741;0.0994215;0.216130327
939;3.501207662;0.10420372;0.211174184
941;3.519230234;0.13142714;0.151359184
943;3.495815576;0.1199347;0.17736644
945;3.556264926;0.13685907;0.197786764
947;3.440662111;0.11019319;0.235179196
949;3.520998749;0.11821808;0.263461038
951;3.548476268;0.09037232;0.263461038
953;3.491790333;0.13273314;0.2357649
955;3.539831677;0.14116587;0.168328241
957;3.499591697;0.14177643;0.167974769
959;3.48760203;0.12343898;0.194308471
961;3.536736889;0.10283014;0.242026427
963;3.517387623;0.10011141;0.282768951
965;3.519600364;0.11098705;0.270935604
967;3.541425407;0.14128403;0.200891728
969;3.470719505;0.1321361;0.234909957
971;3.477590372;0.10125663;0.284466765
973;3.493584838;0.08913943;0.332158613
975;3.461003043;0.10584169;0.393672392
977;3.478897845;0.07714074;0.375986091
979;3.514739015;0.11543419;0.306493979
981;3.471886985;0.10283014;0.341888564
983;3.483487702;0.10745193;0.390210417
985;3.550705322;0.09282702;0.416096093
987;3.553176111;0.08386794;0.422939436
989;3.524156861;0.08118835;0.408524258
991;3.502083461;0.1011752;0.302212019
993;3.472337285;0.09119183;0.165455795
995;3.468610906;0.09740618;0.092614337
997;3.502251389;0.08384507;0.115920753
999;3.563034942;0.05900011;0.176097729
1001;3.4997098;0.07752641;0.186238556
1003;3.503060653;0.06995234;0.186238556
1005;3.496740002;0.0885514;0.157732512
1007;3.538200073;0.10657387;0.123386678
1009;3.502419204;0.08527512;0.107914748
1011;3.526387941;0.0849345;0.096393752
1013;3.448377635;0.07758532;0.175747442
1015;3.537768629;0.05761545;0.175747442
1017;3.488426108;0.08951956;0.165590613
1019;3.520440361;0.08614452;0.104330632
1021;3.530099508;0.1153694;0.138383625
1023;3.506874236;0.09165303;0.157205529
1025;3.555786134;0.06837848;0.251300725
1027;3.513682446;0.07730395;0.251300725
1029;3.462006634;0.07764457;0.251300725
1031;3.515349078;0.0975836;0.19227079
1033;3.511095084;0.10604162;0.22239465
1035;3.504577968;0.09528414;0.248529692
1037;3.515962438;0.06661126;0.340831533
1039;3.467921192;0.07455125;0.423324162
1041;3.500389348;0.07415138;0.429624592
1043;3.549706008;0.05819239;0.301325137
1045;3.542606187;0.09437212;0.211527576
1047;3.493429712;0.074571;0.214131414
1049;3.570861746;0.07086678;0.216799771
1051;3.538151938;0.05909887;0.270624843
1053;3.522046546;0.03704577;0.278379472
1055;3.531077623;0.08248015;0.247946795
1057;3.493735676;0.08626858;0.153041117
1059;3.484589964;0.068252;0.089494196
1061;3.477338341;0.06104107;0.086669166
1063;3.544677072;0.05170186;0.117051152
1065;3.484797676;0.04114952;0.117051152
1067;3.518683874;0.05628137;0.117051152
1069;3.50052328;0.09592276;0.095437086
1071;3.53334022;0.07573355;0.080673914
1073;3.466621092;0.07345939;0.100211043
1075;3.509360545;0.06858708;0.143495118
1077;3.453160913;0.04368876;0.143495118
1079;3.579205028;0.06474494;0.143495118
1081;3.537791405;0.08113187;0.126257289
1083;3.493142355;0.07287067;0.177966946
1085;3.554670846;0.05639954;0.227466709
1087;3.472920095;0.04851256;0.285338069
1089;3.512175468;0.06726132;0.301024308
