Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Particle board 19 mm;;;;Floor;;;ISO 5660;SP Report 2007:29 The Influence of floor materials on room fires;;;1;2007-06-28 14:26:41
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;27;247;121.7;151.7;128.2;86.7;11.83;2.2;295;29;0.0088;19;
VectorData
Time (s);HRR (kW/m2);SEA (m2/kg);MLR (g/s);SPR (m2/s)
640;85.82893777;-12.54072347;0.045546458;-0.000571186
642;86.23415764;-4.131506031;0.085190875;-0.000351967
644;85.19755598;0.129682845;0.053886667;6.99E-06
646;85.94515297;5.177965657;0.073452667;0.000380335
648;83.35593295;3.193051363;0.099111625;0.000316469
650;88.19608046;-21.51427872;0.038927667;-0.000837501
652;85.85398009;-5.500684405;0.052798125;-0.000290426
654;85.95459739;-11.47647135;0.084039208;-0.000964474
656;88.18080255;-0.262970137;0.070175625;-1.85E-05
658;89.32121496;-8.136350036;0.042748417;-0.000347816
660;87.4419587;4.195845787;0.104040542;0.000436538
662;89.2604129;16.2946315;0.071091792;0.001158415
664;89.59207448;-18.80202798;0.049262208;-0.000926229
666;88.49068534;-6.40050968;0.081104833;-0.000519112
668;88.47914591;10.09334898;0.078008875;0.000787371
670;88.74353342;-6.132369619;0.080335208;-0.000492645
672;89.91910078;-11.91767201;0.041271542;-0.000491861
674;89.19047144;-2.576174333;0.106426;-0.000274172
676;90.48736983;-2.475043232;0.100071458;-0.000247681
678;93.56551013;16.54104338;0.052007917;0.000860265
680;92.45042291;4.476364374;0.078994333;0.000353607
682;92.8950674;-3.543964873;0.072261583;-0.000256093
684;91.77305112;-0.710371087;0.077324375;-5.49E-05
686;91.66899433;3.229845463;0.069481958;0.000224416
688;94.43078044;17.55397193;0.040339792;0.000708124
690;93.81396186;8.600459318;0.106028667;0.000911895
692;94.31704552;-12.02191204;0.047927417;-0.000576179
694;95.17924011;10.82698258;0.057233792;0.000619669
696;93.77611087;14.03675616;0.07941075;0.001114669
698;93.800819;13.29281265;0.036748625;0.000488493
700;96.64542369;-3.278439806;0.108108875;-0.000354428
702;97.60862082;6.104086273;0.1243935;0.000759309
704;98.35596199;14.0736857;0.042544125;0.000598753
706;95.30443731;13.1190813;0.048415833;0.000635171
708;95.30265324;2.088510151;0.110558667;0.000230903
710;100.4694678;52.60341699;0.015313792;0.000805558
712;98.11995509;12.58437891;0.073193583;0.000921096
714;99.71763066;-5.661308074;0.077553125;-0.000439052
716;97.94529572;14.01899184;0.103540625;0.001451535
718;100.4524435;7.073410743;0.108601208;0.000768181
720;98.07260034;25.8966716;0.0408985;0.001059135
722;98.16773771;4.01905363;0.048962375;0.000196782
724;99.56281502;15.06969234;0.051119667;0.000770358
726;102.2024381;3.867814274;0.109540167;0.000423681
728;100.6923928;0.999870026;0.071276667;7.13E-05
730;100.8872026;6.461879806;0.098819875;0.000638562
732;102.2615678;7.018953383;0.094059917;0.000660202
734;102.2180123;10.60869986;0.079673792;0.000845235
736;100.5445985;0.458027156;0.113572958;5.20E-05
738;102.2105704;-0.236267375;0.090197625;-2.13E-05
740;105.0431123;15.49450149;0.04754525;0.00073669
742;104.920994;48.32305596;0.019168792;0.000926295
744;105.0257826;38.72859808;0.045245208;0.001752283
746;105.0440243;-0.665045231;0.160726708;-0.000106891
748;106.4935208;3.648513613;0.133224417;0.000486071
750;106.9088279;98.95327304;0.005992625;0.00059299
752;105.9390322;19.02331306;0.083722583;0.001592681
754;109.4973372;12.28775364;0.115433875;0.001418423
756;107.8188832;18.81203268;0.086304208;0.001623558
758;106.954499;79.16912644;0.041453875;0.003281867
760;105.9145486;14.28779876;0.062254542;0.00088948
762;107.9589717;26.89964763;0.108529708;0.002919411
764;108.6464296;17.52492707;0.08780925;0.001538851
766;109.034716;34.67735623;0.047764417;0.001656344
768;109.4395562;35.00551325;0.074676375;0.002614085
770;111.6177061;13.27056396;0.134244875;0.001781505
772;112.5295398;32.90493793;0.069386083;0.002283145
774;110.3491063;11.64302438;0.113816542;0.001325169
776;109.3071851;13.85199314;0.104977125;0.001454142
778;108.6657152;31.3445675;0.055845333;0.001750448
780;111.2244937;52.81131046;0.062909208;0.003322318
782;112.1133467;33.78918377;0.071543083;0.002417382
784;111.3324683;33.55138145;0.090546875;0.003037973
786;112.6914708;61.29810199;0.0415895;0.002549357
788;114.4938532;49.03150673;0.063170792;0.003097359
790;111.4722614;18.15398768;0.114562833;0.002079772
792;113.0585403;20.73250752;0.124357792;0.002578249
794;116.9831338;22.44389981;0.11702025;0.002626391
796;115.9958092;19.23168399;0.126198458;0.002427009
798;114.7767988;38.31152011;0.06893375;0.002640957
800;116.5664798;61.88539148;0.043797583;0.002710431
802;115.4933075;28.4456774;0.059582458;0.001694863
804;117.1282616;12.62144818;0.156569583;0.001976135
806;116.8176379;19.45836155;0.138265833;0.002690427
808;117.3396351;82.26273399;0.03584125;0.002948399
810;118.3836098;62.93861043;0.06599175;0.004153429
812;117.6294592;63.04680239;0.04753125;0.002996693
814;119.8019679;30.14570806;0.116781917;0.003520474
816;119.8357643;22.58386939;0.135081417;0.003050661
818;120.2350123;35.01677592;0.078458333;0.002747358
820;120.216967;79.2195423;0.040126667;0.003178816
822;121.5208939;62.54654658;0.075843125;0.004743726
824;120.858623;36.23287014;0.1157285;0.004193176
826;121.7920783;54.67783606;0.097093792;0.005308878
828;122.2405042;53.95622871;0.100084417;0.005400178
830;121.1875049;27.46452463;0.165300875;0.00453991
832;121.7386931;27.49368546;0.121204;0.003332345
834;125.4052693;762.5080587;0.005585458;0.004258957
836;126.3789687;44.99449216;0.080990792;0.00364414
838;122.711358;41.63899496;0.105404042;0.004388918
840;123.8443985;57.26705539;0.078375083;0.00448831
842;123.9099747;40.85429931;0.085351542;0.003486977
844;126.4179774;27.24767618;0.17372125;0.0047335
846;124.7703353;22.40377238;0.175782708;0.003938196
848;126.8548126;172.3492772;0.032596917;0.005618055
850;128.22505;498.4778216;0.00981975;0.004894928
852;127.4631663;93.87447172;0.076765542;0.007206325
854;129.1139796;56.32496794;0.089568875;0.005044964
856;130.6459226;54.82856147;0.08451825;0.004634014
858;128.8763539;50.06149148;0.098015458;0.0049068
860;129.2465667;50.88045211;0.120843917;0.006148593
862;127.5291047;27.65982117;0.195596958;0.005410177
864;130.7858669;45.08329171;0.175280458;0.00790222
866;130.9441642;62.14282668;0.086003792;0.005344519
868;132.3225108;158.6493633;0.036843833;0.005845251
870;131.4078029;125.3093094;0.047959625;0.006009787
872;132.5661896;80.79288777;0.0674085;0.005446127
874;132.6711379;114.4653272;0.064702917;0.007406241
876;134.6170302;30.3079134;0.188380292;0.005709414
878;134.1845949;34.15342003;0.204269792;0.006976512
880;137.9992095;82.05327823;0.08294525;0.00680593
882;138.6014807;568.1020558;0.0133;0.007555757
884;140.358315;183.9387783;0.040579333;0.007464113
886;141.259888;70.33297326;0.112853917;0.007937352
888;143.3046739;37.35326715;0.17788075;0.006644427
890;140.494778;49.40808762;0.148257;0.007325095
892;142.6742447;150.6349548;0.050759292;0.007646124
894;144.386941;295.8192499;0.029029333;0.008587436
896;143.4057006;45.40802205;0.167696083;0.007614747
898;141.6106386;44.65098239;0.178502708;0.007970321
900;147.415641;164.12296;0.05991325;0.00983314
902;143.0878674;134.9333127;0.05637125;0.00760636
904;146.961209;77.81651146;0.111925833;0.008709678
906;148.4106589;45.94315818;0.176911167;0.008127858
908;145.1890995;59.00364281;0.124386958;0.007339284
910;145.7331765;123.3302777;0.074102125;0.009139036
912;146.9416487;100.8278486;0.07563075;0.007625686
914;150.8572799;108.0595068;0.0978985;0.010578864
916;149.3303813;107.1568101;0.077949333;0.008352802
918;147.6404607;43.21413201;0.174319625;0.007533071
920;145.2876414;53.39658245;0.156633542;0.008363696
922;148.8579183;101.8954148;0.083722333;0.008530922
924;147.0345374;59.82615374;0.150785833;0.009020936
926;148.0711439;85.11718555;0.1078895;0.009183251
928;146.7676623;92.88149208;0.098631083;0.009161002
930;147.394481;214.0097818;0.042748958;0.009148695
932;144.025466;85.11036154;0.086622542;0.007372476
934;141.8855851;75.72814277;0.125724917;0.009520914
936;139.8732661;135.1621106;0.065639583;0.008871985
938;138.2615565;64.06891472;0.127191958;0.008149051
940;139.2311631;69.72123174;0.141515625;0.009866644
942;135.9319579;96.35052164;0.100194958;0.009653837
944;133.8263625;226.6563501;0.0404445;0.009167003
946;131.9877529;148.0738732;0.060209;0.00891538
948;136.8347492;91.46569735;0.103912708;0.009504448
950;133.3825262;87.12991292;0.11050475;0.009628269
952;135.0467436;98.20988325;0.086957375;0.008540074
954;134.9032886;83.26704373;0.08756625;0.007291383
956;133.0007985;85.40969114;0.093421333;0.007979087
958;131.1201098;162.5787806;0.047893;0.007786386
960;128.6055038;110.2651286;0.0878235;0.00968387
962;128.3989256;74.10778729;0.118866042;0.008808899
964;123.7811455;78.27271393;0.12250425;0.00958874
966;123.8576606;82.652281;0.114421958;0.009457236
968;120.6791323;168.9579259;0.0461315;0.007794283
970;121.0915997;109.134057;0.078525667;0.008569825
972;117.6030904;88.40280279;0.079124708;0.006994846
974;115.4782371;52.63158946;0.137267958;0.007224631
976;114.5625187;60.62701353;0.116680875;0.007074013
978;109.7681786;328.7440096;0.014698958;0.004832194
980;106.1069249;79.52736427;0.070301667;0.005590906
982;103.4905034;72.18008774;0.096835917;0.006989625
984;100.0684826;74.40942987;0.0724595;0.00539167
986;94.2466114;66.81599983;0.053026958;0.003543049
988;91.53922895;50.74923473;0.075613875;0.003837346
990;86.57863579;53.6327126;0.049813167;0.002671615
992;80.55113456;66.56664964;0.038661583;0.002573572
994;78.94131044;88.94627199;0.019440125;0.001729127
