Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Particle board 19 mm;;;;Floor;;;ISO 5660;SP Report 2007:29 The Influence of floor materials on room fires;;;1;2007-06-28 14:26:41
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;27;247;121.7;151.7;128.2;86.7;11.83;2.2;295;29;0.0088;19;
VectorData
Time (s);HRR (kW/m2);SEA (m2/kg);MLR (g/s);SPR (m2/s)
0;-1.713846768;-0.203037468;0.0479435;-9.73E-06
2;-2.330202432;0;-0.01769725;-0.000181364
4;-0.827389557;-9.812971112;0.021914;-0.000215041
6;-0.95660075;13.33508531;0.101683792;0.001355962
8;-1.437416756;0;-0.035481875;0.001031491
10;-2.268782357;0;-0.096751167;0.001026276
12;-2.002845736;80.5813066;0.025241708;0.00203401
14;-2.279317621;14.97485118;0.143823875;0.002153741
16;-2.106594309;21.37899734;0.112341167;0.002401742
18;-0.197071753;0;-0.021453958;0.00388893
20;-0.036000208;180.3174866;0.02029775;0.003660039
22;0.231006363;97.7497779;0.0566225;0.005534837
24;5.351021637;214.1348537;0.026123;0.005593845
26;24.49774107;335.0291525;0.022177417;0.007430081
28;61.08632371;369.068026;0.021420417;0.007905591
30;99.12199175;-37.35333532;0.025029583;-0.000934938
32;143.0076233;-32.58249607;0.057167958;-0.001862675
34;178.0858803;0.534765562;0.0746355;3.99E-05
36;207.0559317;18.69275972;0.059221458;0.001107012
38;213.7090201;22.25556179;0.162058458;0.003606702
40;233.473077;26.03031294;0.216904583;0.005646094
42;239.9732379;70.32957439;0.103089;0.007250205
44;243.9081601;59.28386973;0.150033292;0.008894554
46;236.5602551;42.31250353;0.183486583;0.007763777
48;237.8470746;38.99519129;0.179884625;0.007014635
50;237.4673188;55.81918985;0.14731175;0.008222823
52;236.1936117;86.24596911;0.106210958;0.009160267
54;239.5113895;64.70966412;0.22452525;0.014528954
56;237.7127631;81.85556264;0.182869542;0.014968889
58;228.4032639;115.5373621;0.097818417;0.011301682
60;227.4778241;101.3729387;0.15393975;0.015605325
62;229.0447579;79.77098158;0.213017792;0.016992638
64;218.261708;89.23554114;0.1772015;0.015812672
66;213.3871055;135.519267;0.083721042;0.011345814
68;212.0347942;103.0857447;0.1857925;0.019152558
70;213.3758815;142.5330948;0.139625917;0.019901314
72;207.4398173;82.40791603;0.208326167;0.017167725
74;206.2257613;94.99080011;0.18484775;0.017558836
76;204.3383508;438.1293434;0.039938542;0.017498247
78;199.0190716;106.8020948;0.137083;0.014640752
80;197.5585973;82.53612261;0.196552042;0.016222643
82;192.4507083;74.93893432;0.170206625;0.012755103
84;192.544157;256.7442995;0.062800958;0.016123788
86;184.4242953;142.8160899;0.084820792;0.012113774
88;185.699552;56.75393971;0.273018167;0.015494857
90;173.6936581;48.61001862;0.214581083;0.01043079
92;178.433689;0;-0.006267792;0.015089089
94;175.2088034;190.0032629;0.080662333;0.015326107
96;176.9425415;150.0632821;0.105368333;0.015811918
98;163.897842;95.59531513;0.142515792;0.013623842
100;160.3703841;153.2201634;0.121468042;0.018611353
102;154.8615076;78.13558835;0.111755917;0.008732114
104;152.3151418;80.96400613;0.125546833;0.010164775
106;147.1480994;88.70581651;0.128154042;0.011368009
108;148.6516517;69.40010432;0.153687625;0.010665937
110;143.1788278;67.57271201;0.14954125;0.010104908
112;140.9443516;60.78498015;0.127435458;0.007746162
114;139.6026057;162.3157409;0.062170333;0.010091224
116;134.0207661;93.03921485;0.084241625;0.007837775
118;134.5022308;81.60073564;0.136970375;0.011176883
120;130.0825852;63.34574942;0.152144458;0.009637705
122;127.3371294;113.3905357;0.057671167;0.006539364
124;128.809929;78.4876926;0.099924917;0.007842876
126;125.2539357;104.5041649;0.06778825;0.007084154
128;124.5641821;41.63604889;0.157604042;0.00656201
130;122.1467126;51.34961668;0.125880542;0.006463918
132;122.3910082;147.5075326;0.038751625;0.005716157
134;121.7663897;59.09527898;0.116037083;0.006857244
136;121.4988699;96.49499418;0.074712375;0.00720937
138;123.1193567;68.10070434;0.105136667;0.007159881
140;122.0309314;79.1809278;0.070333208;0.005569049
142;119.6693763;52.63267181;0.103310667;0.005437516
144;119.2136275;39.72920992;0.132403;0.005260267
146;118.4030611;76.28245626;0.05996675;0.004574411
148;116.768779;42.66633169;0.103266583;0.004406006
150;116.6798125;27.78730873;0.135773458;0.003772779
152;120.3480271;118.7483701;0.037605375;0.004465577
154;113.0027514;45.49400584;0.098129083;0.004464285
156;113.5167932;27.95391791;0.177885875;0.004972607
158;110.09665;57.11547211;0.068991917;0.003940506
160;110.6035574;56.10655943;0.057266792;0.003213043
162;108.2801119;49.27279005;0.081353;0.004008489
164;110.8680855;23.83656817;0.109241458;0.002603941
166;107.7756584;20.57120304;0.160018417;0.003291771
168;106.8581283;32.74609571;0.078318042;0.00256461
170;105.0448245;178.0007334;0.018260708;0.003250419
172;106.7946825;24.74437418;0.150603167;0.003726581
174;106.1021107;23.32100964;0.138047875;0.003219416
176;106.2536984;114.602256;0.027307625;0.003129515
178;105.844508;26.62619726;0.0692185;0.001843025
180;108.8369356;16.29679435;0.099532708;0.001622064
182;107.5136535;16.31630021;0.136858083;0.002233018
184;103.7624941;26.60880792;0.102613708;0.002730428
186;104.883467;31.60010896;0.054036542;0.001707561
188;105.9793942;140.0851995;0.021634;0.003030603
190;104.1745237;16.60675937;0.173635458;0.002883522
192;104.095019;19.23593823;0.119298375;0.002294816
194;104.0099914;229.6440863;0.013221542;0.003036249
196;105.2440664;16.26468637;0.120104167;0.001953457
198;103.4138039;31.87754038;0.062166667;0.00198172
200;102.3989317;22.01812345;0.076620458;0.001687039
202;102.3502723;14.24566616;0.07071425;0.001007372
204;101.9088932;7.1150523;0.097608583;0.00069449
206;101.5583296;12.44103344;0.10964;0.001364035
208;99.33829259;37.85977385;0.046763458;0.001770454
210;98.63303507;25.03239877;0.070650792;0.001768559
212;100.1304391;24.85968046;0.077012292;0.001914501
214;100.3841067;32.25068246;0.058668833;0.00189211
216;98.39615277;11.79099382;0.137588375;0.001622304
218;97.96080339;28.3637572;0.117384208;0.003329457
220;96.54272339;24.30658719;0.056890208;0.001382807
222;95.65897807;12.38592829;0.072121125;0.000893287
224;95.62515942;29.32668491;0.046800458;0.001372502
226;93.80122903;14.61217593;0.141733208;0.002071031
228;96.984611;17.64761276;0.103114625;0.001819727
230;95.69499795;8.092973969;0.04592;0.000371629
232;96.27424952;-0.173493328;0.104191125;-1.81E-05
234;96.09019069;-1.155088785;0.073925;-8.54E-05
236;97.81284044;28.71056186;0.04389775;0.001260329
238;100.9287032;7.736712748;0.070481125;0.000545292
240;97.68736529;2.535262069;0.087431167;0.000221661
242;98.24539128;0.494641249;0.143734458;7.11E-05
244;96.79661747;2.348434725;0.117598833;0.000276173
246;98.64930358;51.62774263;0.022575167;0.001165505
248;96.28456702;7.40460293;0.056309542;0.00041695
250;96.65197254;12.2011788;0.087209833;0.001064063
252;96.53379806;4.261087853;0.107919375;0.000459854
254;99.00710158;7.601737913;0.060271458;0.000458168
256;96.61545606;10.2871903;0.045083458;0.000463782
258;96.05232376;9.922103665;0.057561125;0.000571127
260;94.25942885;3.44271886;0.199015833;0.000685156
262;96.65853052;2.293668018;0.127502167;0.000292448
264;93.90924115;0;-0.036110625;0.001012223
266;93.30326582;11.04668511;0.121067625;0.001337396
268;93.63382103;8.026605547;0.120973792;0.000971009
270;93.70372363;0;-0.00433975;0.000275976
272;93.45505326;19.17426021;0.075800375;0.001453416
274;91.34370611;5.707058835;0.114771458;0.000655007
276;91.06109893;14.78064755;0.034093333;0.000503922
278;90.23580972;-1.317519262;0.109682708;-0.000144509
280;88.73291909;21.499604;0.100480792;0.002160297
282;90.75451676;11.16959319;0.1046655;0.001169071
284;88.99861429;4.613994119;0.0924345;0.000426492
286;88.94952772;21.50714825;0.044206042;0.000950746
288;89.92178532;9.943802436;0.058422208;0.000580939
290;88.62785689;9.589910196;0.075491875;0.00072396
292;90.04380322;-8.040854569;0.082813458;-0.000665891
294;90.05849558;21.80010625;0.061469958;0.001340052
296;89.24609082;-1.222702062;0.072667458;-8.89E-05
298;89.17227372;-0.542867808;0.109000875;-5.92E-05
300;89.10494645;8.151972688;0.073208;0.00059679
302;88.99397749;-3.445285071;0.050187292;-0.00017291
304;88.96049658;-1.396827353;0.110759;-0.000154711
306;88.40995618;-2.571382676;0.056390292;-0.000145001
308;88.22269659;-0.366173489;0.044217875;-1.62E-05
310;87.41015552;3.737044062;0.078833625;0.000294605
312;88.59780054;-2.163911201;0.135547583;-0.000293313
314;89.3436685;0.973817863;0.112377958;0.000109436
316;87.12547412;-1.017867456;0.088689542;-9.03E-05
318;87.37411762;-8.133567335;0.044498583;-0.000361932
320;87.52044538;-78.45571855;0.0076495;-0.000600147
322;85.50419696;-3.156678296;0.140972917;-0.000445006
324;84.00712464;-0.915376752;0.146991083;-0.000134552
326;84.03313638;-10.14736815;0.082639458;-0.000838573
328;83.58446921;9.004088035;0.047759958;0.000430035
330;82.85851075;-13.37580264;0.03817575;-0.000510631
332;83.68257103;-18.43030373;0.032411417;-0.000597352
334;83.04996775;-3.583907955;0.047711167;-0.000170992
336;82.97689666;-11.11478502;0.07437825;-0.000826698
338;83.08989478;-0.812599568;0.149037167;-0.000121108
340;82.6480641;-12.91336696;0.118923958;-0.001535709
342;82.21777908;-10.2113772;0.041835208;-0.000427195
344;81.62889257;-19.20299674;0.051080792;-0.000980904
346;81.96995657;-5.632435194;0.035457958;-0.000199715
348;81.15692389;-3.820290486;0.061720958;-0.000235792
350;80.04530679;-6.296062017;0.104516625;-0.000658043
352;79.84475145;-2.57131183;0.123080208;-0.000316478
354;80.28216093;-10.02443407;0.052521375;-0.000526497
356;77.65098909;4.76305277;0.0486205;0.000231582
358;79.57741321;-20.43098338;0.048640042;-0.000993764
360;80.02176838;1.640825468;0.052696708;8.65E-05
362;79.67070163;-5.889447612;0.045021333;-0.000265151
364;78.46432156;1.382191133;0.074384417;0.000102813
366;77.61878348;-2.360272039;0.094069958;-0.000222031
368;77.50103318;-7.026135548;0.089331708;-0.000627657
370;79.25211052;-9.18283628;0.105906208;-0.000972519
372;79.7022601;-4.668128592;0.0625335;-0.000291914
374;79.05759927;-8.914117057;0.093400667;-0.000832584
376;77.6418842;-7.841274377;0.084241333;-0.000660559
378;77.96999701;10.30966307;0.060396708;0.00062267
380;77.29211457;-16.08222938;0.033442917;-0.000537837
382;76.73843354;1.753323215;0.036200083;6.35E-05
384;77.41335502;-4.59460723;0.158441875;-0.000727978
386;75.46193788;-2.75440151;0.132662875;-0.000365407
388;76.4076736;-4.505806998;0.025195167;-0.000113525
390;74.53339841;-17.96248542;0.034818583;-0.000625428
392;74.56401168;-14.97839426;0.048331292;-0.000723925
394;75.07624913;-9.09330505;0.059301417;-0.000539246
396;73.87713533;-9.141499789;0.076233917;-0.000696892
398;73.76304983;-13.78100335;0.056740083;-0.000781935
400;73.30321056;-15.37007742;0.055476333;-0.000852676
402;72.72081721;-9.010513876;0.046698125;-0.000420774
404;71.43790429;3.412181687;0.073667333;0.000251366
406;72.77089421;-8.263322881;0.081541958;-0.000673808
408;72.26621445;-1.675116457;0.042160542;-7.06E-05
410;72.20841978;-5.507164931;0.074256083;-0.00040894
412;72.1626249;-1.445843304;0.141608708;-0.000204744
414;71.17456143;-5.59609927;0.106283167;-0.000594771
416;70.33504782;0;-0.008804167;-0.000685815
418;71.17997633;-6.987302641;0.072123083;-0.000503946
420;71.49926565;-10.14499772;0.095496792;-0.000968815
422;73.7508425;-17.29831645;0.016762;-0.000289954
424;73.17417253;-13.92298825;0.06788525;-0.000945166
426;73.58931904;-5.573890441;0.093919458;-0.000523497
428;71.40524574;-25.4536498;0.041859417;-0.001065475
430;69.64459637;0.634382671;0.065889417;4.18E-05
432;69.34381399;-8.324072041;0.078849125;-0.000656346
434;71.62258953;-11.02720483;0.071139208;-0.000784467
436;70.15914143;13.57774846;0.067186958;0.000912248
438;69.56561467;-3.584108014;0.060914583;-0.000218324
440;69.40969804;-7.56650941;0.090488792;-0.000684684
442;68.5105956;-12.96911307;0.040275417;-0.000522336
444;70.20988187;-15.21776632;0.056576792;-0.000860972
446;70.98995984;-12.46204221;0.066352333;-0.000826886
448;69.11602599;-5.664592292;0.065710917;-0.000372226
450;69.80969834;-4.385932348;0.082771583;-0.000363031
452;71.60358666;-15.71549756;0.045140958;-0.000709413
454;71.74287566;0.800977229;0.049864333;3.99E-05
456;71.69092073;-18.25290007;0.058348375;-0.001065027
458;71.26222525;-21.34235748;0.041577417;-0.00088736
460;70.17828967;0.708077942;0.106593625;7.55E-05
462;69.95057343;-4.012573057;0.082441958;-0.000330804
464;70.24534976;-129.2111271;0.009689208;-0.001251954
466;70.24753467;3.399475312;0.135016542;0.000458985
468;69.65980842;-7.779755678;0.044556167;-0.000346636
470;69.90703454;0;-0.005095583;-0.000964725
472;69.37815507;-15.3190935;0.085154542;-0.00130449
474;67.89736671;-11.54238896;0.054145292;-0.000624966
476;70.77417582;-18.52602451;0.041697458;-0.000772488
478;70.44593323;-5.187233406;0.10521175;-0.000545758
480;70.03257276;-8.927827104;0.08484975;-0.000757524
482;71.49629308;-60.71866597;0.018836333;-0.001143717
484;71.67035011;-13.9084073;0.070565583;-0.000981455
486;73.08728385;-12.20398482;0.075005042;-0.00091536
488;71.51484979;-2.724565163;0.056738458;-0.000154588
490;72.43494945;-3.024028046;0.043549708;-0.000131696
492;72.05259994;-20.79368389;0.076439125;-0.001589451
494;70.39268484;-13.66301422;0.046175083;-0.000630891
496;70.30261822;11.84232689;0.051842625;0.000613937
498;69.02074566;-8.401339854;0.084586792;-0.000710642
500;71.49487811;-18.66054873;0.072256125;-0.001348339
502;69.51793203;-11.22106004;0.068557125;-0.000769284
504;70.48111441;-11.69276951;0.054225;-0.00063404
506;69.56291165;-19.24219662;0.046888625;-0.00090224
508;70.68627029;-11.61914647;0.072396167;-0.000841182
510;69.09438922;-18.26774743;0.052022542;-0.000950335
512;72.3807219;-17.92636494;0.044793417;-0.000802983
514;69.29903125;-5.098896405;0.078897083;-0.000402288
516;70.26895325;-13.13406973;0.051410417;-0.000675228
518;71.82144269;-18.53728308;0.056357958;-0.001044723
520;69.58415366;2.319858904;0.046026458;0.000106775
522;69.83494557;-9.232718258;0.071112083;-0.000656558
524;68.43509252;-6.875534892;0.080397958;-0.000552779
526;68.17766876;-4.122040548;0.081828375;-0.0003373
528;69.42032612;-16.68997831;0.036791417;-0.000614048
530;70.76953462;-11.56551904;0.072117542;-0.000834077
532;69.79667708;-12.45861239;0.080301417;-0.001000444
534;72.04073007;-53.2408386;0.020258417;-0.001078575
536;72.44480089;-0.335139282;0.083230375;-2.79E-05
538;73.41247843;-6.26792689;0.083209125;-0.000521549
540;73.29375586;-28.45232822;0.047189583;-0.001342654
542;73.66862775;4.197965543;0.047413917;0.000199042
544;73.48291068;-9.0743436;0.053157458;-0.000482369
546;74.4866417;-13.67991747;0.046036292;-0.000629773
548;74.27650337;-16.35097089;0.079695792;-0.001303104
550;75.31525705;-9.151248775;0.073107292;-0.000669023
552;75.80909046;-11.67928276;0.076578333;-0.00089438
554;76.28518853;-21.18923002;0.045394917;-0.000961883
556;75.57402704;-41.71617351;0.045730708;-0.00190771
558;75.61164766;-17.20792139;0.077568417;-0.001334791
560;74.33587818;-23.53636156;0.081956375;-0.001928955
562;75.30076822;-12.56018419;0.046235875;-0.000580731
564;75.32158277;-30.47400056;0.044149583;-0.001345414
566;74.17138681;-10.33540692;0.105013083;-0.001085353
568;73.57893306;-79.58081809;0.012631083;-0.001005192
570;74.06265605;-17.14892501;0.030103792;-0.000516248
572;75.25571342;-15.07018173;0.079964125;-0.001205074
574;76.09979619;-6.741511647;0.103469542;-0.000697541
576;77.74394068;-5.463676079;0.106412333;-0.000581403
578;76.04528794;-28.36688274;0.047105333;-0.001336231
580;75.62651516;-40.36233249;0.016793083;-0.000677808
582;78.3156385;-49.48447027;0.024862083;-0.001230287
584;78.66137744;-15.21275414;0.049841417;-0.000758225
586;79.28231897;-19.50619503;0.070448667;-0.001374185
588;79.19348576;-7.251484501;0.107160583;-0.000777073
590;78.77140827;-10.98293829;0.104243208;-0.001144897
592;77.17389104;-10.35793027;0.077015708;-0.000797723
594;78.71775274;-27.57697834;0.031230333;-0.000861238
596;78.54344052;-8.261452842;0.144519958;-0.001193945
598;77.44511007;-17.14339852;0.051765542;-0.000887437
600;78.8060565;0;-0.049791042;-0.001025333
602;80.53746919;-14.09625661;0.094143417;-0.00132707
604;79.23040937;-9.492681354;0.079674042;-0.00075632
606;81.67336295;-25.83721841;0.042104458;-0.001087862
608;80.14909806;-15.00213749;0.07454725;-0.001118368
610;81.35143967;-9.371584834;0.111842458;-0.001048141
612;79.87732802;-9.160013995;0.032763708;-0.000300116
614;86.7822599;-4.884396714;0.110461375;-0.000539537
616;85.25574801;-3.132847916;0.090478833;-0.000283456
618;86.8269019;0;-0.038112292;-0.000515165
620;82.19645836;-3.277395912;0.204573417;-0.000670468
622;84.90760694;-10.23704421;0.108834083;-0.001114139
624;83.909677;0;-0.049292583;-0.001006966
626;82.4830913;-10.34104355;0.028342708;-0.000293093
628;82.88337157;-5.70582389;0.076981375;-0.000439242
630;83.75775925;-5.815303304;0.111353917;-0.000647557
632;82.83545279;-3.396707813;0.036939375;-0.000125472
634;84.79867566;-8.431009113;0.078209875;-0.000659388
636;86.59814254;-1.817938994;0.085977708;-0.000156302
638;85.02516088;-18.94135502;0.040827542;-0.000773329
