Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Polycarbonate;;;;IN3-2;Wall or ceiling strips;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 13:17:45
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
50;;;95.91;;;;57.60;;;;;295.61;;;;IN3-2_3;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);Mass (g)
0;1.07254613461979;62.4
5;1.42827722340121;62.137173
10;7.69871467926764;61.712536
15;3.46832590816181;61.720643
20;0.849211465116062;61.713399
25;-0.333806913246269;61.704792
30;1.42892076950286;61.685932
35;2.09037034872536;61.786229
40;2.20637700512666;61.800631
45;0.0365461109755566;61.712747
50;-0.363602525730852;61.798186
55;0.206611844150727;61.730004
60;0.8009866444173;61.784045
65;3.71912527388579;61.712736
70;61.6113490768843;61.703313
75;129.118331131294;61.708811
80;178.323230886993;61.322444
85;208.291406686098;61.427177
90;220.339208608116;61.188958
95;235.00358681808;60.738036
100;231.317522475715;60.31586
105;246.830161578228;59.30731
110;262.653261032543;59.874953
115;299.216009133571;59.630794
120;333.895391223518;58.931861
125;356.361770979562;58.433121
130;363.276338358951;57.646773
135;364.426183735702;56.592548
140;377.414409205943;55.86514
145;434.661844795226;54.911926
150;486.12783952569;53.99992
155;535.180541018846;52.828628
160;643.470764878649;51.253265
165;753.966494851663;49.399658
170;863.716683681489;47.453675
175;934.345981833053;44.667236
180;958.045348082797;41.840296
185;849.506572935477;37.863567
190;656.575222378321;34.29462
195;547.23547694229;32.332889
200;398.787264495269;30.410543
205;331.897318214518;29.29322
210;255.728670380127;28.637579
215;209.395427316038;27.784938
220;186.586367117468;27.238972
225;174.732629431021;26.812051
230;147.285048408573;26.251237
235;134.734015054815;25.908966
240;126.319315119938;25.595296
245;112.883294342605;25.207285
250;110.223126885649;24.883248
255;110.184042629328;24.59107
260;111.756921525774;24.27664
265;109.380467652629;23.993663
270;105.184785462848;23.70046
275;98.2181965615206;23.401664
280;90.4485971156966;23.192199
285;84.3992630498159;22.909214
290;79.4428379689679;22.693007
295;75.0190530175271;22.483636
300;69.9298097491396;22.174462
305;68.3381666763244;21.97884
310;63.5545298377328;21.887133
315;61.6962279920207;21.690445
320;58.9030280173939;21.582956
325;56.4604199891904;21.30804
330;55.5190558237791;21.113712
335;53.2842593707651;20.977003
340;51.5363731028063;20.796239
345;49.4503863408704;20.681541
350;47.3657200638751;20.568722
355;46.6155503926267;20.483676
360;45.4009243265046;20.283918
365;43.8861992967307;20.170927
370;43.1798574474076;19.95965
375;42.0725916549948;19.976225
380;42.8680397824566;19.772861
385;42.6544528719414;19.678997
390;41.3872627453743;19.56538
395;40.954926199402;19.493167
400;40.6482736084283;19.367149
405;41.1397502842953;19.183217
410;40.47273802531;19.075532
415;38.6738889019299;18.990565
420;37.8375376592877;18.892048
425;37.6886969920228;18.880657
430;37.0291301543016;18.671139
435;37.2725225202473;18.557836
440;35.0690306170136;18.488999
445;36.4696255940697;18.375332
450;33.609720742733;18.275859
455;33.623903766919;18.182609
460;31.8952187598516;17.989945
465;31.6228528701883;17.973775
470;30.5984777218542;17.866422
475;28.8852379954841;17.774198
480;28.3515341691844;17.665327
485;26.7926966027393;17.585221
490;26.8497940193625;17.578254
495;23.8601584552118;17.467966
500;22.6428543678216;17.378406
505;22.45538877702;17.38434
510;22.3102148763349;17.191997
515;21.86156317172;17.086469
520;20.7782123911867;17.062582
525;19.9382763225357;16.973496
530;19.9443590708686;16.945682
535;19.9504167894465;16.853446
540;20.1585508609153;16.762906
545;19.3224146416684;16.568679
550;19.4578130369362;16.453535
555;18.8589208107303;16.365878
560;18.9908725130609;16.364431
565;19.4463395097822;16.254475
570;19.7169809268952;16.162267
575;19.7422126020262;16.167598
580;19.8396430801055;16.054584
585;19.5398842499043;16.053263
590;18.5249046277881;15.99185
595;18.0504786355149;15.856357
600;18.5501720425198;15.857472
605;17.8050589385377;15.670999
610;17.4722740477199;15.648787
615;17.2826484143944;15.575417
620;16.2738566247828;15.559639
625;15.416654655404;15.452465
630;16.6517237107646;15.376794
635;16.6897557117994;15.359956
640;16.0777359179395;15.248764
645;15.7651426028479;15.246825
650;15.9862792186836;15.159545
655;15.0967023984636;15.051144
660;14.720782931764;15.046211
665;15.0523814118144;14.964855
670;15.3026293747263;14.965883
675;17.3411009236011;14.944354
680;17.7943617256294;14.854336
685;15.2534580225468;14.760436
690;15.3748299034211;14.75776
695;13.6243649678232;14.650583
700;14.764676106504;14.568852
705;13.6815765517075;14.563006
710;14.8999480908271;14.559867
715;15.1296505621515;14.446555
720;14.7183934131732;14.372795
725;14.7002706076227;14.353616
730;14.7977330379742;14.354724
735;13.8334349423662;14.244431
740;13.3807686045852;14.034698
745;14.3184018453964;14.059405
750;13.2111322106421;14.041166
755;13.8863324152825;14.03359
760;13.9552640460824;13.943959
765;14.0579902280911;13.857359
770;14.3021402600506;13.834324
775;14.5670970984332;13.763342
780;14.9305618168393;13.748757
785;13.6134272045987;13.747397
790;12.6701095557658;13.660919
795;12.4607086803279;13.655424
800;12.7033762122711;13.54069
805;12.0979004788936;13.545464
810;12.8844809792005;13.475978
815;11.9326091027393;13.457467
820;11.8232315849527;13.347428
825;11.4790833841314;13.343969
830;12.6878411280895;13.25929
835;12.6800603665779;13.261477
840;12.7957348105437;13.14868
845;11.9319510341779;13.052618
850;13.1868578281689;13.056576
855;13.0229508331282;12.941007
860;12.8572116200921;12.920188
865;12.7967342121653;12.845943
870;11.865545024606;12.76359
875;12.1148478618503;12.732442
880;12.1268761935239;12.736099
885;12.4945848796025;12.648726
890;13.467591707118;12.651901
895;13.1128704856225;12.534038
900;18.1554794117078;12.625752
905;20.9154169084276;12.539258
910;15.7532873184781;12.448356
915;14.117580376234;12.428226
920;13.8941143335322;12.332299
925;13.5931329423481;12.272677
930;12.3081621184907;12.249036
935;11.0839396082694;12.144093
940;11.1354648844179;12.135199
945;11.1170983278957;12.065642
950;10.6631650404355;12.04721
955;10.0281945267068;11.956686
960;9.93198952442078;11.934642
965;10.4808191786717;11.933792
970;9.67901272820794;11.851936
975;9.73204224700201;11.852078
980;9.63235825474901;11.835701
985;9.63594951905213;11.737
990;10.3376707786542;11.647191
995;10.4035489663957;11.651694
1000;10.259232022782;11.539385
1005;9.44315736208302;11.532123
1010;10.359738411539;11.466322
1015;8.43370891553884;11.447858
1020;9.75096289989474;11.328924
1025;8.91449531354161;11.332792
1030;9.85625989775171;11.240221
1035;9.47303261440315;11.243288
1040;8.46414848132591;11.124974
1045;8.56440200568461;11.127817
1050;8.30799111721802;11.12823
1055;7.80133028092792;11.03429
1060;8.19770023329532;10.949925
1065;7.92663989766223;10.928377
1070;7.01899464471827;10.931198
1075;8.27676614088409;10.85166
1080;8.71619303825373;10.844374
1085;8.82970046426885;10.84479
1090;8.0704453075426;10.731535
1095;8.13237087239656;10.644407
1100;6.9713021917849;10.647076
1105;7.86168639568962;10.552312
1110;7.51470744545571;10.52242
1115;7.86277587041363;10.524822
1120;8.0391428928726;10.438675
1125;8.21346281213661;10.329793
1130;7.21048506084776;10.327595
1135;8.11122917049233;10.243477
1140;7.26589700629572;10.258543
1145;6.62000889583366;10.125942
1150;5.52108536339332;10.124547
1155;5.77939838962497;10.12834
1160;5.97111084025464;10.112167
1165;7.3788178402235;10.039818
1170;8.23316074580859;9.926173
1175;8.11610796185136;9.922211
1180;7.98190867696189;9.84791099999999
1185;8.12052200049809;9.829769
1190;7.31808230566673;9.839878
1195;7.51851025098549;9.72387899999999
1200;10.7296816938271;9.721761
1205;16.4464129230927;9.634486
1210;12.4779238736859;9.558478
1215;8.30909853688215;9.518845
1220;11.4790944850888;9.48907499999999
1225;9.53344998516198;9.43038399999999
1230;13.757620321917;9.34373
