Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Polyurethane, type PUR B3;;;;Polyurethane thermal insulation board;;;ISO 5660;SURSHIP-FIRE project, VTT Research Report No. VTT-S-11586-09;test date 9.10.2008; Owner SPU Systems Oy, Finland;;1;2009-04-06 13:42:35
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;2;190;16.0;87.3;;14.29;9.9;24.0;1687;1045;0.00884;48;36
VectorData
Time (s);HRR (kW/m2);SPR (m2/s)
0;31.17201431;0.002835902
1;49.02758195;0.001461849
2;71.23747517;-0.001854733
3;92.25396072;0.01112041
4;108.5436776;0.076134111
5;119.0789098;0.132231391
6;127.6472155;0.177945758
7;132.1033044;0.185697492
8;137.0955356;0.184176856
9;140.7729312;0.179993226
10;143.5591316;0.178548007
11;144.7920577;0.168134134
12;145.3175624;0.160434392
13;145.6843416;0.175499195
14;145.5508636;0.159805279
15;145.205936;0.167005601
16;145.6089797;0.169701821
17;146.5738169;0.155761154
18;146.2092128;0.146093434
19;146.6466092;0.185664837
20;146.1180718;0.162816395
21;144.7508028;0.161851804
22;143.2518882;0.174474261
23;142.6434581;0.175014601
24;142.5565319;0.148598025
25;142.6678836;0.157857219
26;143.4587798;0.142991882
27;143.6707695;0.157630289
28;144.1014227;0.157712118
29;142.7619972;0.158625134
30;142.3478667;0.171424541
31;140.8544896;0.174911347
32;139.3015667;0.15913128
33;138.6104186;0.186976484
34;137.5714883;0.187652774
35;136.2717745;0.156602902
36;135.0722476;0.142895492
37;134.5361489;0.140510408
38;134.389059;0.162734882
39;134.3451079;0.148642852
40;133.4114892;0.148627569
41;132.8340884;0.123186474
42;133.8150167;0.14080088
43;135.1716389;0.140893652
44;137.3145773;0.143935683
45;138.8798305;0.161419261
46;139.0979759;0.151051161
47;138.7197169;0.132848869
48;138.7462175;0.17042515
49;137.9764753;0.167506982
50;137.9600722;0.137860285
51;137.5346683;0.139911554
52;137.91343;0.137613773
53;137.8858507;0.136186289
54;138.0198833;0.14396643
55;138.1381818;0.118061765
56;138.3862729;0.140833322
57;138.7108128;0.145186307
58;138.3524712;0.118809291
59;138.0838044;0.133444928
60;137.0593831;0.150319473
61;136.3274064;0.152077248
62;135.6620852;0.142651967
63;135.680822;0.1575137
64;134.6461244;0.172050536
65;133.954959;0.138315343
66;133.3579202;0.146230175
67;133.0220072;0.169247186
68;132.036505;0.176101156
69;131.0468007;0.144602315
70;130.749206;0.13737842
71;129.6481491;0.165477784
72;129.448239;0.136315238
73;129.4573012;0.118230286
74;131.3852576;0.149058177
75;133.5106175;0.186093153
76;136.2066187;0.186563974
77;137.9667759;0.139300861
78;141.03315;0.134810462
79;144.3571612;0.139338214
80;147.7638216;0.138514972
81;151.9838036;0.186403577
82;155.7906266;0.138056064
83;159.8792485;0.158288428
84;163.4318842;0.165920794
85;166.3544003;0.128260646
86;170.8988248;0.153049689
87;174.8421317;0.211875612
88;178.1482548;0.139511727
89;182.0613263;0.1523789
90;184.892279;0.115696376
91;188.9208011;0.124160081
92;190.3323379;0.140339888
93;187.2519903;0.120359801
94;177.5289154;0.131468907
95;164.9540495;0.139086576
96;153.7892608;0.113774883
97;144.4942243;0.082659692
98;134.1861972;0.069461383
99;124.4009215;0.068401458
100;116.1987837;0.064354409
101;108.0755321;0.062922164
102;100.4153398;0.040737723
103;93.29609246;0.044494786
104;86.51489545;0.042948917
105;80.75320781;0.035454267
106;75.99192656;0.030476147
107;71.53045801;0.022800846
108;68.22743558;0.020584684
109;64.79021808;0.022126657
110;60.91584678;0.019624901
111;56.94877235;0.015035389
112;52.51113615;0.012907967
113;48.94651324;0.012351735
114;44.53799848;0.0137823
115;41.24534931;0.009998464
116;37.54055947;0.003983058
117;33.55840226;0.005080095
118;30.25049289;0.006307395
119;27.21259761;0.00990262
120;24.95696139;0.003214404
121;23.32033913;0.002125977
122;21.62798905;0.001985029
123;20.35216412;0.00399569
124;18.9171106;0.005194061
125;17.92155031;0.010202557
126;16.80079447;0.002480532
127;15.21849188;2.35E-05
128;13.83419361;0.006005414
129;11.99053457;0.008175541
130;10.45155922;0.003697706
131;9.268886716;-7.91E-05
132;8.247142017;0.002034905
133;7.182158509;0.003459987
134;6.592490004;0.003979133
135;5.711884273;-0.000162688
136;5.266895871;-0.001406677
137;5.061021034;-0.000202032
138;4.854447813;0.002465338
139;4.909549985;0.00351361
140;4.875587749;-0.000317793
141;5.02415616;-0.001316406
142;5.149833301;-0.00189837
143;5.509710527;0.002327357
144;5.740941026;0.003040247
145;6.527961153;0.001514881
146;6.628645789;-0.00126528
147;6.935569237;-0.002416741
148;7.397863685;0.001636699
149;7.702249099;0.003005913
150;7.96488207;0.002350347
151;7.857561388;-0.001725347
152;7.720069853;-0.002504718
153;6.850473226;-0.000898903
154;6.70962897;0.001941187
155;6.504671488;0.001464031
156;6.127071925;-0.000984787
157;6.294760322;-0.002560765
158;5.33768645;-0.001645709
159;4.994933029;0.002063614
160;5.075210163;0.001122683
161;5.314325814;0.000728636
162;5.483446744;-0.003145248
163;5.182296085;-0.001254411
164;4.989787059;0.001009323
165;5.09228894;0.002667238
166;4.970754646;0.001451421
167;5.795275803;-0.002307113
168;6.125572762;-0.001106503
169;5.928336922;0.000485024
170;6.126897646;0.002599295
171;5.928604228;-8.27E-06
172;6.066630454;-0.001954096
173;6.120823464;-0.003465468
174;6.335351462;0.000422126
175;6.065079738;0.001926399
176;6.329338657;0.001440337
177;6.300998232;-0.001921624
178;6.400954383;-0.0030866
179;6.743954305;0.000445632
180;6.682099164;0.001722703
181;6.593782196;0.00231365
182;6.520319743;-0.001947684
183;6.598957329;-0.002498501
184;6.528411426;-0.001280677
185;6.75727927;0.001768375
186;6.717777913;0.002328991
187;6.46349223;-0.000532579
188;6.256039739;-0.002297995
189;6.446973116;-0.001694374
190;6.61623559;0.001156425
191;6.644037064;0.001496251
192;6.417377114;0.0006699
193;6.479560602;-0.003031963
194;6.336232401;-0.002047017
195;6.316728235;-0.000350235
196;6.340065419;0.002628938
197;6.731901886;0.001035626
198;6.182037559;-0.002163527
199;5.880162644;-0.002013498
200;5.86012491;-0.001061918
201;5.857087904;0.003147989
202;6.082883188;0.00118866
203;6.236780024;-0.000530897
204;6.139789424;-0.00295379
205;6.078481126;-0.000525082
206;6.197172818;0.002166551
207;5.400978023;0.001967924
208;5.123256886;-0.001341799
209;5.250299038;-0.003327284
210;5.536946844;-0.001113377
211;5.224382696;0.001263521
212;5.239172657;0.001924989
213;5.143101171;-0.001901103
214;5.347687852;-0.002488924
215;4.570501814;-0.002196012
216;4.177183558;0.001205174
217;4.014601387;0.001647333
218;3.999531622;1.44E-05
219;4.109689676;-0.002505453
220;4.406911853;-0.002889206
221;4.346327422;0.001230396
222;4.163333576;0.001545024
223;4.020124283;0.000631174
224;3.870327759;-0.002748198
225;3.145767514;-0.001414829
226;3.201335417;0.000630884
227;3.192560327;0.002592027
228;2.971075306;-0.000233222
229;2.749934005;-0.002594974
230;2.614607181;-0.002537298
231;2.634967003;0.000130617
232;3.079537523;0.002596085
233;2.806382358;-0.000908338
234;2.713411822;-0.001280319
235;2.597030084;-0.002624653
236;2.626506443;0.000840184
237;2.754482832;0.002437701
238;2.877234236;0.001361135
239;2.798459142;-0.001590636
240;2.555093926;-0.003511047
241;2.339029333;-7.17E-05
242;2.404502134;0.002123815
243;2.748481106;0.00134897
244;2.782162418;-0.001843342
245;1.73769586;-0.002519979
246;1.28939794;-0.001593015
247;1.288209976;0.002315312
248;1.239226651;0.000723341
249;1.384774008;-0.001755354
250;1.643745073;-0.003460055
