Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric;Foam;;;F1A-2-2;Upholstery for passenger seats, not vandalise protected;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-09 16:21:30
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
75;10;439.39;96.43;;;40.20;39.87;21.35;;1377;;293.44;0.0088;Melting of the surface. Shrinkage. End flame at 374s.;2010-11-08;c_LSFIRE_F1A-2-2_75b;28.0;3;25;;;;;;;;;0.65;;;
VectorData
Time (s);HRR (kW/m2);Mass (g);SPR (m2/s)
1141;7.37884579;0.337728615;0.074727912
1143;6.968426604;0.579338896;0.073208538
1145;6.9704873;0.383132402;0.042852121
1147;6.94559405;0.346017165;0.039440759
1149;7.107646248;0.360157225;0.036995874
1151;7.287651349;0.324689541;0.039937517
1153;6.937134473;0.283853042;0.045141049
1155;6.758371462;0.327405098;0.075980501
1157;6.61689184;0.346695138;0.085532414
1159;6.827244025;0.304721005;0.089096867
1161;6.905041408;0.297481089;0.098278654
1163;6.56800906;0.261864198;0.076120083
1165;6.396898061;0.294854531;0.046734616
1167;6.314943816;0.287048678;0.053030106
1169;6.456532799;0.307781046;0.056452968
1171;6.474008442;0.307781046;0.039647822
1173;6.389559946;0.226839422;0.039638432
1175;6.121181615;0.234519628;0.092963303
1177;5.834601103;0.301231668;0.095027146
1179;5.983551441;0.301231668;0.088459066
1181;5.905609322;0.231906682;0.088459066
1183;6.069427385;0.231681564;0.080349875
1185;5.740354015;-0.174670448;0.042504655
1187;5.842692317;0.246880205;0.062286004
1189;5.786029229;0.266015279;0.064740003
1191;5.868259566;0.266015279;0.065339915
1193;5.81155635;0.172087981;0.070889953
1195;5.399046472;0.391031444;0.067966302
1197;5.287125988;0.213357964;0.066396397
1199;5.334582408;0.210721459;0.099645853
1201;5.565074837;0.201000004;0.135168631
