Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Wool carpet "Velcro";Glue;Plywood;;IN16-4;Floor composite;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-17 14:51:25
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;30;164.97;38.40;;;127.62;38.39;8.87;;2819.46;;69.96;0.0088;Distortion of the surface. End flame at 95s. 2nd ignition at 193s. End flame at 621s.
;2010-08-05;c_LSFIRE_IN16-4_25b;24;24;;;;;;;;;;12.46;;;
VectorData
THR (MJ/m2);HRR (kW/m2);Mass (g);SPR (m2/(m2*s))
1;9.554336064;127.62;0.511331312
3;10.26671145;127.7981441;0.636761813
5;10.60701968;127.8065642;0.765344417
7;10.76068122;127.7825677;0.942855638
9;9.993539522;126.1916876;1.022403734
11;9.232522735;127.7681657;1.107138204
13;7.692558668;127.7552509;1.120716071
15;5.998027129;127.7672401;1.142714678
17;4.547099414;127.7233118;1.177799745
19;3.677516933;127.6923408;1.35338653
21;3.19898493;127.6573172;1.577343202
23;3.046017243;127.6311249;1.783449223
25;3.102900379;127.5196414;2.040409333
27;2.182805114;127.5388773;2.279964798
29;-4.124008856;127.5664909;2.011627126
31;2.945208103;127.5664909;1.871905649
33;41.56817354;127.5053782;1.683473646
35;89.80052522;127.2991976;1.48852245
37;123.7726262;127.0048823;1.273632542
39;147.6593333;126.8811494;1.553739302
41;160.26076;126.7866891;1.610677243
43;163.3243454;126.431387;1.699234008
45;164.9657752;126.3591015;1.657923916
47;160.0592251;126.2063811;1.573463072
49;160.1444485;126.0280386;1.417159751
51;153.416459;125.9550089;1.290721195
53;141.546903;125.7851222;1.192632296
55;136.1189239;125.6548516;1.186001662
57;124.9358511;125.5006924;1.204158152
59;116.5806636;125.4444668;1.248382896
61;105.8112167;125.3128579;1.298376958
63;96.08205759;125.2962054;1.303481257
65;87.76789969;125.1780251;1.202348965
67;80.65535136;125.0155181;1.038867466
69;72.82807508;125.0877435;0.844990492
71;64.88613556;125.001031;0.622491224
73;57.56399721;124.9617425;0.482772386
75;51.66713406;124.8998133;0.493080894
77;44.92262895;124.898374;0.560862941
79;36.97968227;124.739484;0.742642458
81;31.60127573;124.7044423;0.982353627
83;26.45336611;124.7189171;1.151219854
85;21.91099817;124.7362904;1.173723005
87;18.55099865;124.7074194;1.14480151
89;16.55516526;124.6927807;1.000384131
91;15.1010523;124.6763702;0.879584334
93;13.68576032;124.6971056;0.798362222
95;12.26016136;124.5910965;0.794385937
97;11.04688169;124.5903353;0.902983173
99;10.0268779;124.5325545;0.999832754
101;9.709301345;124.445401;0.997452693
103;9.286586047;124.4989527;0.995963079
105;8.595085991;124.553908;0.918571063
107;7.889933536;124.4861586;0.798764645
109;7.315559273;124.4760093;0.756602164
111;6.686152305;124.4083508;0.744651948
113;6.641522232;124.4083508;0.763579668
115;6.252394027;124.3257085;0.85863887
117;6.177593929;124.291428;0.965646552
119;6.007392358;124.2302854;1.013476789
121;5.607423256;124.5513367;1.015609624
123;5.653680779;123.2108443;0.960372349
125;5.451085548;124.2496422;0.873502864
127;5.416148829;124.23547;0.752898655
129;5.512820351;124.1966783;0.645853492
131;5.727790264;124.1878592;0.657594335
133;6.190895904;124.1607297;0.66331812
135;5.496762075;124.0803251;0.762062294
137;5.632846301;124.0688928;0.86666052
139;4.989738678;123.5437476;0.981843147
141;4.906027161;124.0446664;0.955667548
143;4.424127607;124.0182321;0.922715233
145;4.250643789;124.0441217;0.815653753
147;4.046512847;123.088088;0.669146161
149;3.835061955;124.0206214;0.585755382
151;3.446885726;123.8892067;0.589378293
153;3.170726241;123.9355977;0.674382246
155;3.189092928;123.9144564;0.793038569
157;3.282374648;123.8088835;0.92757606
159;3.390113621;123.8152478;1.020140873
161;3.261196429;123.830854;1.068041046
163;3.212900516;123.8329588;0.958310411
165;3.624045204;121.8389186;0.891108961
167;2.876030412;123.7832103;0.781822856
169;2.60531186;123.7314134;0.721690774
171;2.89706813;123.7613557;0.713907797
173;2.666018551;123.8084425;0.832644266
175;2.865329556;123.8084425;0.939597885
177;3.311751652;123.7257779;1.062699701
179;2.844630868;123.6765868;1.104699083
181;2.970239828;123.6735017;1.064274059
183;2.889436486;123.7334953;1.007574763
185;2.701991923;123.6361968;0.924976875
187;2.552328183;123.5386264;0.827742522
189;2.716507917;123.6299362;0.789386374
191;2.516417111;123.4629787;0.799700106
193;2.843063892;123.5542933;0.845066754
195;3.47887833;123.2876095;0.883215051
197;3.68575789;123.5107405;0.911247283
199;4.944358725;123.5165824;0.838487826
201;5.488450184;121.9485219;0.769464319
203;6.277964632;123.4842455;0.657219607
205;7.678995601;123.4512788;0.491128627
207;7.757019093;123.4205019;0.401977936
209;8.740048361;123.398224;0.412565848
211;9.78237934;123.3734359;0.504301808
213;10.15159787;123.3746279;0.502271064
215;12.14800977;123.2939776;0.652477691
217;13.58551449;123.2790059;0.799932451
219;15.7054657;123.2609066;0.887997873
221;18.41276675;123.1317477;0.879174107
223;20.51798753;123.0171189;0.99661324
225;23.39085675;123.1201941;0.983300727
227;27.32991164;123.0540782;0.908193736
229;30.57788854;122.8846579;0.930561268
231;34.30043974;123.0684573;0.919846561
233;37.7752115;122.9526488;0.877204716
235;40.82825581;122.9247629;0.879088859
237;42.72483744;122.8702012;0.900697493
239;44.32976469;122.7788004;0.92503123
241;47.17413742;122.7077979;1.045370072
243;48.40625844;122.6481069;1.149254915
245;51.31812755;122.5738076;1.264463986
247;55.04597813;122.340281;1.428020861
249;58.2762887;122.25006;1.442859055
251;61.1660593;122.1794681;1.417031941
253;62.7105388;122.2122365;1.569048719
255;64.77400865;122.2206922;1.587522276
257;69.15909883;122.0941296;1.616994009
259;72.12283244;122.0678335;1.757136114
261;75.31617173;121.9542936;1.789841682
263;79.6476085;121.8672785;1.684018929
265;83.320664;121.7829553;1.691097663
267;85.53177315;121.659374;1.617107643
269;87.31527176;121.5728604;1.53022753
271;88.31397467;121.5058376;1.647753209
273;86.55615032;121.3531257;1.64720326
275;87.74148632;121.2564495;1.642620899
277;88.66206177;121.1850714;1.808907896
279;86.57353263;121.0561971;1.807554645
281;86.41523495;120.9711782;1.690085392
283;85.7664841;120.886596;1.728019804
285;83.7542065;120.886596;1.588774372
287;84.45258597;120.7227411;1.466170653
289;84.39859976;120.6391743;1.336191172
291;84.04460971;120.5529629;1.299758399
293;84.69171584;120.4373017;1.317992163
295;84.13710399;120.358211;1.461476792
297;84.07873333;120.2221814;1.509151736
299;85.55591875;120.1330795;1.726888849
301;84.49594127;119.9962207;1.886813331
303;86.58660934;119.9408595;1.884025006
305;87.81172477;119.8472811;1.877332416
307;88.78469982;119.7438086;1.849571036
309;88.50515065;119.6426995;1.802600338
311;89.74565358;119.5840372;1.680953897
313;91.29177513;119.4596831;1.618461423
315;93.18203184;119.361343;1.547053243
317;91.44656022;119.2661013;1.452256639
319;93.60969002;119.1609869;1.485192965
321;95.05998778;119.0427289;1.645733501
323;97.2635462;118.9121307;1.86500328
325;96.98394645;118.7702213;2.10740316
327;96.32126768;118.6954252;2.348865239
329;95.28554934;118.5975522;2.394050898
331;96.23227803;118.4749559;2.43744374
333;93.57580153;118.4363329;2.352208303
335;93.93500899;118.2987746;2.400768006
337;91.78473132;118.2077371;2.601438075
339;91.64460273;118.0872372;2.770553626
341;93.21353046;118.0359244;2.904822377
343;93.63184623;117.9437678;3.217495611
345;94.29355698;117.7214969;3.558168671
347;93.84118854;117.6803165;3.78381949
349;96.46383216;117.5929385;4.006177309
351;95.08273185;117.484998;4.103079451
353;94.09425334;117.3962419;4.133157381
355;93.53792039;117.3147618;3.958563004
357;93.79152222;117.2464082;3.843422757
359;92.21383689;117.1577127;3.860461837
361;88.62788698;117.0515829;3.850397083
363;87.30844472;116.9204708;3.842029235
365;85.8765622;116.7959049;3.871075264
367;85.00388528;116.6619801;3.781056248
369;85.37096779;116.5872611;3.706982164
371;82.92955157;116.465875;3.751411585
373;82.08050194;116.3490989;3.708598495
375;79.21121415;116.248003;3.65118863
377;79.93436954;116.1578725;3.696989144
379;81.58643299;115.9870054;3.681406279
381;82.9336591;115.9136742;3.626100402
383;83.64995673;115.832376;3.650492405
385;86.58737462;115.7435428;3.75554691
387;88.68622395;115.6375943;3.80917376
