Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR Particle board;;;;;;;ISO 5660;EUREFIC;CDK9304_EUREFIC9;;1;2003-08-06 10:20:16
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;24;247;26;142;89;NA;12.8;NA;NA;1089;0.01;79;170
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -0.862349; 0.0192281; 0
5; -5.98361; -0.00739543; 0
10; 4.2561; 0.0103536; 0
15; 39.8046; 0.008874; -83.6263
20; 115.735; 0.00148112; 91.7092
25; 123.587; 0.0517802; -39.2992
30; 77.2533; 0.116871; 613.79
35; 33.3743; 0.103555; 919.519
40; 54.3161; 0.0488179; 561.757
45; 89.7224; 0.0310659; 402.397
50; 142.235; 0.041423; 581.588
55; 179.302; 0.0695323; 527.182
60; 229.789; 0.109474; 761.614
65; 246.5; 0.121309; 1020.22
70; 238.309; 0.16273; 1162.76
75; 233.027; 0.183441; 1160.09
80; 214.872; 0.158292; 1260.1
85; 201.771; 0.150897; 1134.62
90; 183.512; 0.140544; 1089.84
95; 173.348; 0.142019; 1105.09
100; 165.429; 0.144978; 988.925
105; 156.257; 0.122788; 1186.7
110; 161.068; 0.11391; 1179.48
115; 160.109; 0.112435; 1244.72
120; 156.63; 0.136104; 1082.53
125; 165.542; 0.137579; 1023.24
130; 160.811; 0.102078; 1297.85
135; 152.513; 0.107995; 1133.45
140; 157.097; 0.0976374; 1217.98
145; 147.159; 0.0872843; 1254.43
150; 147.467; 0.0887634; 1315.68
155; 139.058; 0.090243; 1224.74
160; 123.738; 0.081365; 1269.57
165; 114.227; 0.0591751; 1478.92
170; 110.027; 0.0636134; 1271.78
175; 95.8173; 0.0547353; 1215.06
180; 86.986; 0.032545; 1905.25
185; 77.0303; 0.0355077; 1313.62
190; 72.6625; 0.0369873; 948.712
195; 58.0023; 0.0281052; 1136.27
200; 43.5285; 0.00443624; 5253.21
