Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plywood;;;;;;;ISO 5660;EUREFIC;CS000007_EUREFIC2;;1;2003-07-24 15:06:30
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;25;319;76.1;126;120;64.3;11.8;NA;NA;22;0.01;12;600
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.458; -0.2953; -25.2192; 0.0083
3.462; -0.2216; -14.5381; 0.0146
5.958; 0.4535; -6.9504; 0.0009
7.98; -0.1122; -2.5918; -0.0245
10.2; -0.0707; -1.4256; -0.2394
12.198; 1.1553; -0.6654; -1.418
14.178; 1.2807; -0.3068; -9.8364
16.698; 1.2049; -0.1401; -88.3277
18.678; 1.024; -0.0472; -16.8573
20.682; 0.1432; -0.0099; 29.8476
22.68; -0.2503; 0.0208; 41.6164
24.702; -4.1564; 0.0363; 53.5146
27.18; -0.1226; 0.065; 134.484
29.178; 19.6989; 0.0871; 66.4164
31.182; 50.8096; 0.1058; 24.2213
33.438; 83.3349; 0.1131; 18.3047
35.418; 101.576; 0.1271; 20.8262
37.938; 119.641; 0.1315; 24.3479
39.942; 134.421; 0.1444; 26.8456
41.922; 146.587; 0.1438; 29.1913
43.902; 153.882; 0.1533; 31.9228
45.882; 156.908; 0.1626; 32.7493
48.378; 160.216; 0.17; 33.7204
50.358; 168.701; 0.1765; 32.6953
52.362; 178.9; 0.179; 28.8433
54.66; 193.178; 0.1767; 23.5683
56.64; 197.606; 0.1694; 18.5855
59.142; 193.967; 0.1603; 13.3193
61.122; 187.985; 0.1489; 10.1042
63.12; 178.445; 0.1427; 9.7675
65.118; 163.288; 0.1369; 10.5993
67.122; 156.674; 0.1319; 11.8787
69.618; 149.33; 0.1308; 13.7468
71.622; 145.395; 0.1299; 15.9134
73.62; 144.259; 0.1304; 17.7934
75.642; 142.921; 0.1293; 19.6459
77.862; 144.643; 0.1309; 21.7403
80.34; 147.163; 0.1326; 24.1607
82.32; 147.878; 0.1363; 26.5665
84.3; 151.049; 0.1403; 29.5668
86.298; 152.775; 0.1451; 31.8742
88.32; 157.539; 0.1469; 32.3569
90.762; 159.827; 0.1483; 30.6245
92.76; 165.158; 0.1478; 28.0203
94.74; 165.303; 0.1433; 23.226
96.738; 161.144; 0.1399; 17.8182
98.742; 159.16; 0.1355; 13.4248
101.442; 155.422; 0.1307; 10.4619
103.458; 147.755; 0.1237; 7.9281
105.462; 141.109; 0.1196; 6.1724
107.442; 133.656; 0.1157; 4.9895
109.422; 127.561; 0.1135; 4.3361
111.858; 125.482; 0.1119; 3.7438
113.862; 125.244; 0.1097; 3.4593
115.86; 123.636; 0.11; 4.2912
117.822; 123.507; 0.1102; 5.8052
119.82; 122.725; 0.1127; 7.1272
122.598; 122.369; 0.1109; 9.0724
124.578; 121.71; 0.1126; 11.1684
126.558; 122.413; 0.1131; 12.0219
128.562; 126.057; 0.1142; 12.4545
130.542; 123.55; 0.1121; 12.8536
132.978; 122.91; 0.1153; 12.4612
134.982; 122.937; 0.115; 11.9666
136.98; 124.899; 0.1156; 12.0094
138.978; 123.87; 0.1152; 12.2284
140.982; 125.039; 0.1175; 12.7607
143.442; 121.674; 0.1161; 13.016
145.68; 118.545; 0.1184; 12.5635
147.678; 119.264; 0.1169; 11.5388
149.682; 120.918; 0.118; 9.9879
151.68; 121.711; 0.1196; 8.0636
154.2; 120.148; 0.1189; 6.3448
156.18; 116.904; 0.1151; 5.2071
158.16; 115.939; 0.116; 4.4811
160.14; 116.654; 0.1123; 3.8817
162.12; 117.472; 0.1087; 3.5593
164.562; 116.412; 0.1085; 3.4105
166.542; 113.528; 0.1073; 3.3011
168.762; 109.402; 0.1045; 3.1481
170.76; 107.38; 0.1038; 3.2105
172.758; 107.88; 0.1015; 3.1656
175.242; 106.037; 0.0985; 3.06
177.24; 104.968; 0.0982; 3.1589
179.22; 101.832; 0.1; 3.3621
181.2; 100.499; 0.1022; 3.8591
183.18; 99.8117; 0.1007; 4.1647
185.682; 100.617; 0.1008; 4.5493
187.68; 102.287; 0.1005; 4.6186
189.918; 100.93; 0.1001; 4.691
191.898; 99.6094; 0.0978; 4.4645
193.86; 100.825; 0.0991; 4.051
196.32; 100.528; 0.1007; 4.0924
198.318; 102.4; 0.1016; 3.8733
200.322; 100.092; 0.1025; 3.5803
202.32; 100.252; 0.1044; 3.6101
204.318; 101.454; 0.1076; 4.1891
206.802; 102.937; 0.1072; 4.5973
208.8; 102.198; 0.11; 5.4725
210.798; 103.409; 0.112; 6.7678
213.06; 105.939; 0.1136; 7.9115
215.058; 106.905; 0.1136; 9.1873
217.56; 108.853; 0.1171; 10.0732
219.54; 109.334; 0.119; 11.1559
221.538; 110.633; 0.1193; 11.8176
223.542; 112.851; 0.1212; 12.3786
225.54; 113.43; 0.1221; 12.4521
228.042; 115.304; 0.1232; 12.4936
230.022; 115.98; 0.1224; 12.03
232.02; 117.916; 0.1206; 11.7867
234; 117.86; 0.1199; 11.4841
236.178; 119.771; 0.1185; 11.118
238.62; 116.765; 0.1169; 10.367
240.618; 115.782; 0.1159; 10.1308
242.622; 115.467; 0.1158; 9.7755
244.662; 112.86; 0.1126; 9.5754
246.66; 112.802; 0.1135; 9.5347
249.18; 110.848; 0.1108; 10.1991
251.22; 110.987; 0.1098; 10.5483
