Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Polyurethane, type PIR;;;;Self-supporting double skin steel faced polyurethane insulated sandwich element (sandwich panel);;;ISO 5660;SURSHIP-FIRE project, VTT Research Report No. VTT-S-11586-09;test date 9.10.2008, specimen consisted of insulation material only (no steel faces); Owner Huurre Insulation Oy, Finland;;1;2009-04-06 13:51:18
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;2;78;13.8;34.7;28.3;10.6;11.5;6.7;282;233;0.00884;50;39
VectorData
Time (s);HRR (kW/m2);SPR (m2/s)
0;39.34955819;-0.00149541
1;53.92710979;0.001477221
2;65.32648644;-0.000748908
3;73.13126653;0.018483877
4;77.07954737;0.043781852
5;77.73273579;0.051870157
6;77.59729549;0.056853619
7;77.16564018;0.059105302
8;75.57498481;0.054238274
9;75.04449195;0.046597142
10;73.30848812;0.041228517
11;71.35149431;0.041600258
12;69.39038068;0.033641439
13;68.02621698;0.02747538
14;66.44094665;0.02577693
15;64.71438377;0.024878744
16;62.9010559;0.022826712
17;60.86637959;0.02548024
18;59.15746937;0.02112192
19;56.99065981;0.016595819
20;55.96597687;0.016654488
21;55.35374822;0.018885152
22;54.25719733;0.015072829
23;52.98613047;0.014569158
24;51.71961657;0.013974309
25;50.58292645;0.014063265
26;49.42635913;0.009270875
27;48.77807469;0.013338121
28;47.87391324;0.012085808
29;47.32998311;0.008390375
30;46.50364618;0.009224358
31;46.49742686;0.011601628
32;46.97722902;0.010031635
33;46.75417726;0.00684246
34;46.60154842;0.008033017
35;46.38407614;0.009697031
36;46.84459979;0.007164737
37;46.64533377;0.006528001
38;46.55182189;0.008991376
39;46.77311321;0.008081472
40;46.40435535;0.005169413
41;46.61800147;0.006040024
42;46.79737461;0.009689676
43;46.73875772;0.004950352
44;46.27933099;0.002844447
45;45.06929351;0.006602573
46;44.3569891;0.007647047
47;43.37369101;0.004160035
48;43.23357687;0.006750508
49;42.69339377;0.006721519
50;42.4610244;0.003388232
51;42.0505691;0.003436787
52;41.66349891;0.007427761
53;40.91494951;0.006248382
54;40.84090039;0.002397385
55;40.23049367;0.003453458
56;39.965595;0.007178752
57;39.73340078;0.003128638
58;39.14259323;0.002590469
59;38.75127076;0.005443049
60;37.8995552;0.005275252
61;37.90482861;0.001529742
62;37.63224209;0.005042674
63;37.42102927;0.006671974
64;37.11712977;0.003020892
65;36.59673232;0.00181944
66;36.24014648;0.00601026
67;36.09792478;0.004952509
68;35.91685592;0.002181967
69;35.77322428;0.004576242
70;34.8807184;0.007091641
71;34.45921132;0.002678244
72;34.06699683;0.001730144
73;34.0186459;0.0055123
74;33.14725824;0.005511216
75;33.01537361;0.001835535
76;32.01965186;0.003715241
77;31.41939475;0.006324941
78;30.95914216;0.004080544
79;30.52375965;0.001991371
80;30.24697874;0.004847786
81;29.87398859;0.00479722
82;29.06953006;0.001048917
83;28.70371538;0.003640479
84;28.51377683;0.006569223
85;28.61294259;0.004250781
86;28.30803876;0.001368623
87;27.0944056;0.004637062
88;26.83895159;0.005205666
89;26.6142295;0.002253183
90;26.57980734;0.003797048
91;26.87605517;0.006321065
92;26.95476835;0.002680589
93;26.85577037;0.004056349
94;26.95352878;0.006619521
95;26.81444937;0.005385513
96;26.13228606;0.001445986
97;26.07831908;0.005072984
98;25.95957725;0.006092091
99;25.85456897;0.003248306
100;25.42077625;0.002206532
101;25.56984435;0.005631127
102;25.48461213;0.002681289
103;25.61486075;0.002928647
104;25.41152041;0.0054156
105;25.43248883;0.005651689
106;25.05671192;0.002110474
107;25.1441676;0.005006998
108;25.14479426;0.00589875
109;25.49153862;0.003712799
110;25.32375694;0.002132476
111;25.11852682;0.005587504
112;25.24135817;0.004167301
113;25.30338463;0.002687893
114;25.31536593;0.005234352
115;25.56673634;0.006273118
116;25.2810906;0.002800388
117;25.42965626;0.002996919
118;25.53834905;0.00705975
119;25.25184593;0.004599381
120;25.39148282;0.002888385
121;25.65542341;0.004959734
122;25.58991863;0.007350605
123;25.44851961;0.002551296
124;25.10038679;0.003861326
125;25.13448269;0.005923947
126;25.41458847;0.00403901
127;25.44999654;0.002567696
128;25.51641169;0.007651676
129;25.16583148;0.005363704
