Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Textile wall covering;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000017_EUREFIC3;;1;2003-08-05 13:09:38
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;132;189;8.5;46;NA;10.7;8.0;NA;NA;22;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.782; -0.4622; -0.0051; 98.6044
3.78; -0.5432; 0.0109; 76.3673
6.3; 0.1417; -0.001; 60.5245
8.28; -0.2687; 0.0049; 33.8475
10.578; 0.5613; 0.0082; 87.1381
12.558; 0.0809; 0.0105; -19.3764
14.562; -0.1005; -0.0023; -20.6689
17.058; 0.3543; 0.0051; -34.0898
19.038; 0.2907; 0.0046; -53.3567
21.042; 1.0261; 0.0039; -115.602
23.04; 2.0883; 0.0029; -100.788
25.038; 0.8774; 0.0043; -79.0004
27.498; 0.2543; 0.0062; -49.491
29.502; -0.3824; 0.0085; 14.5546
31.518; -0.1858; 0.0074; 43.853
33.798; -0.0332; 0.0019; 101.378
35.802; 0.1719; 0.0096; 141.343
38.358; 0.2634; 0.0032; 189.145
40.362; 0.7248; 0.0046; 191.65
42.36; 1.8729; 0.0046; 228.297
44.358; 1.1079; 0.0082; 213.395
46.338; -0.077; 0.0073; 217.642
48.84; 0.0889; 0.0098; 200.793
50.838; 0.3434; 0.0088; 190.059
52.842; 0.8767; 0.0113; 193.264
55.098; 0.7096; 0.0145; 191.077
57.102; 0.7715; 0.009; 182.395
59.64; 0.7484; 0.0139; 178.1
61.638; 1.0442; 0.0121; 193.153
63.642; -0.0174; 0.0147; 173.292
65.64; -0.4842; 0.0101; 167.765
67.638; 0.004; 0.0133; 158.395
70.14; 0.0517; 0.0151; 161.909
72.138; 1.2174; 0.0185; 148.05
74.142; 0.3403; 0.0137; 139.702
76.14; 0.2503; 0.016; 145.767
78.462; 0.2999; 0.021; 149.444
80.958; 0.4047; 0.0156; 147.732
82.962; 0.5175; 0.0181; 144.404
84.96; 0.2224; 0.0192; 155.109
86.958; -0.5553; 0.0229; 152.549
88.962; 0.3304; 0.0179; 155.644
91.518; 0.4079; 0.0234; 152.757
93.498; 0.9734; 0.0234; 162.388
95.502; -0.6026; 0.0298; 158.437
97.5; 0.359; 0.0275; 155.353
99.498; 0.6556; 0.0338; 150.379
102.282; 0.5043; 0.0411; 154.52
104.262; 0.6335; 0.0452; 150.728
106.278; 0.7126; 0.045; 147.834
108.282; 0.8068; 0.0466; 158.746
110.28; 0.4642; 0.0522; 166.545
112.782; 0.1909; 0.0453; 171.821
114.822; 0.6116; 0.0522; 175.628
116.82; -0.4876; 0.0515; 185.502
118.818; 0.9426; 0.0603; 184.28
120.822; 0.2997; 0.0539; 187.183
123.702; 2.1029; 0.059; 180.915
125.7; 1.5308; 0.0613; 175.404
127.698; 8.4374; 0.0767; 146.282
129.678; 43.9216; 0.0863; 111.391
131.682; 90.9019; 0.1112; 74.1435
134.202; 127.147; 0.1349; 43.7229
136.2; 156.554; 0.1622; 16.6014
138.24; 180.25; 0.1691; 10.6268
140.262; 188.986; 0.1795; 12.2459
142.242; 188.575; 0.1797; 19.1366
144.762; 184.178; 0.1759; 30.028
147; 180.549; 0.1663; 41.705
148.998; 165.117; 0.1572; 57.7912
151.002; 157.273; 0.1484; 74.1365
153; 150.267; 0.1395; 90.3329
155.478; 142.414; 0.1306; 106.766
157.5; 134.608; 0.1181; 120.966
159.522; 118.81; 0.1116; 126.404
161.502; 106.129; 0.102; 124.102
163.482; 94.4724; 0.0923; 115.233
165.942; 82.1516; 0.0839; 97.9919
167.922; 68.5498; 0.0727; 82.9422
170.1; 51.7871; 0.0674; 73.2806
172.098; 41.7623; 0.0618; 71.9146
174.102; 34.6813; 0.0571; 70.0561
176.598; 30.4751; 0.0525; 69.504
178.602; 27.7438; 0.0507; 65.7527
180.6; 25.8028; 0.0496; 57.6867
182.622; 24.7696; 0.0488; 44.8241
184.62; 24.1822; 0.0479; 34.0231
187.122; 24.2863; 0.0475; 25.2839
189.102; 25.0014; 0.048; 17.0632
191.4; 24.6562; 0.0472; 11.3427
193.398; 24.1974; 0.0466; 6.9988
195.402; 24.2245; 0.0461; 4.4087
197.922; 24.4437; 0.0466; 2.3544
199.938; 24.1506; 0.0458; 1.7165
201.918; 25.2026; 0.0474; 0.1602
203.922; 25.3779; 0.047; 0.0219
205.902; 26.0958; 0.0475; -1.3379
208.5; 27.4997; 0.0473; -2.1779
210.498; 29.1521; 0.0451; -3.6719
212.478; 29.3913; 0.0445; -4.176
214.818; 28.3828; 0.0437; -5.5933
216.858; 28.0136; 0.0433; -6.8236
219.438; 26.8819; 0.0444; -8.5877
221.418; 27.2969; 0.0446; -9.107
223.482; 27.9901; 0.0437; -9.637
225.48; 27.4422; 0.0451; -10.3165
227.478; 27.6985; 0.0444; -9.8924
229.998; 27.3161; 0.0434; -9.4069
231.978; 27.4508; 0.0438; -9.0546
233.982; 27.8788; 0.0435; -9.3459
235.998; 27.2648; 0.0424; -8.7197
238.26; 27.9053; 0.0438; -8.7186
240.78; 26.7764; 0.0435; -8.1792
242.802; 27.0593; 0.0425; -7.9102
244.782; 26.3112; 0.0424; -7.7049
246.78; 26.072; 0.0425; -8.3228
248.802; 25.8874; 0.041; -9.1577
251.358; 24.8858; 0.0397; -10.267
253.362; 25.2169; 0.04; -10.7927
255.36; 25.0672; 0.0404; -11.6576
257.358; 24.323; 0.0394; -11.6539
259.68; 24.4258; 0.0383; -11.2704
262.218; 23.2223; 0.0387; -11.3094
264.222; 23.0696; 0.0377; -11.1933
266.28; 22.7885; 0.0367; -10.2803
268.302; 21.5397; 0.0358; -9.6755
270.282; 20.8769; 0.0364; -9.5804
272.802; 20.1906; 0.036; -9.2337
274.8; 18.5142; 0.0351; -10.1075
276.798; 17.3922; 0.0351; -11.2628
278.802; 17.5987; 0.0351; -12.8219
280.782; 16.7914; 0.0338; -14.0218
283.662; 16.1957; 0.0334; -14.4859
285.642; 15.6303; 0.0323; -14.5387
287.622; 14.0654; 0.032; -11.835
289.62; 14.2203; 0.0319; -8.7001
