Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Textile wall covering;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000019_EUREFIC3;;1;2003-08-05 13:12:51
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;57;257;9.9;53;NA;12.6;7.8;NA;NA;30;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.44; 0.6379; 0.0035; -7.9421
3.438; -0.0191; 0.0134; -7.0311
5.976; 0.0239; 0.0194; 23.6345
8.238; 0.6729; 0.0199; 11.6652
10.236; 0.127; 0.0152; 15.2238
12.216; -0.426; 0.0134; 37.4344
14.22; -0.6079; 0.0125; 60.577
16.716; -0.0219; 0.0052; 90.607
18.72; 0.3184; 0.0061; 110.403
20.718; 0.8088; 0.005; 154.963
22.716; 0.8878; 0.0107; 166.242
24.72; 0.5486; 0.0079; 191.527
27.24; 1.5285; 0.0139; 205.634
29.556; 2.6107; 0.0129; 245.338
31.596; 2.1355; 0.0162; 254.999
33.6; 1.8917; 0.0146; 266.559
35.616; 1.5973; 0.0179; 267.151
38.1; 1.4246; 0.0215; 269.001
40.098; 1.1253; 0.0216; 257.816
42.078; 0.6861; 0.0234; 249.995
44.076; 1.3975; 0.0261; 261.955
46.08; 2.462; 0.032; 260.293
48.576; 2.4658; 0.0311; 254.282
50.58; 2.8761; 0.0432; 238.348
52.836; 3.4963; 0.0563; 202.508
54.858; 26.8796; 0.0837; 149.887
56.88; 90.2991; 0.1137; 106.804
59.376; 149.154; 0.1502; 67.7238
61.38; 199.419; 0.1895; 37.6334
63.378; 240.258; 0.2052; 32.6391
65.376; 250.394; 0.2116; 48.3717
67.38; 256.8; 0.2069; 80.4133
69.876; 254.772; 0.1947; 118.043
71.88; 235.063; 0.1724; 151.349
73.86; 199.955; 0.1574; 178.784
76.056; 178.272; 0.1428; 189.309
78.06; 159.424; 0.1288; 184.896
80.52; 141.727; 0.1198; 167.794
82.518; 126.775; 0.1121; 146.845
84.516; 111.705; 0.1079; 119.155
86.538; 101.027; 0.1023; 92.7691
88.536; 90.8928; 0.0969; 65.4332
91.02; 80.0092; 0.0924; 44.0264
92.976; 71.2127; 0.0865; 28.7882
94.98; 61.1214; 0.084; 22.6149
97.26; 53.9398; 0.0782; 23.8564
99.258; 47.9787; 0.0763; 26.5703
101.718; 42.5923; 0.0728; 29.2596
103.716; 36.9254; 0.0709; 31.4583
105.72; 33.3566; 0.0692; 31.2642
107.718; 32.3844; 0.0687; 26.1899
109.68; 30.3316; 0.0677; 20.4684
112.2; 30.4885; 0.0654; 15.7776
114.198; 30.1226; 0.0614; 12.2708
116.22; 28.5146; 0.0599; 9.7974
118.218; 28.8071; 0.0588; 7.6473
120.48; 29.4915; 0.0553; 6.6071
123.018; 29.0817; 0.056; 5.4211
124.98; 28.3702; 0.0572; 4.3898
126.978; 26.8829; 0.0559; 3.9001
129; 27.5168; 0.0557; 3.5276
130.956; 26.4524; 0.057; 3.461
133.458; 27.5234; 0.0553; 3.64
135.456; 26.0926; 0.0528; 3.7244
137.46; 27.3607; 0.0536; 3.542
139.458; 27.7447; 0.0532; 3.2458
141.456; 27.9249; 0.0514; 2.6396
144.24; 27.7229; 0.051; 1.9893
146.238; 27.6525; 0.051; 1.4461
148.218; 25.8936; 0.0502; 1.1637
150.216; 26.0431; 0.0483; 0.83
152.22; 26.5335; 0.0495; 0.6108
154.698; 26.17; 0.0491; 0.2916
156.72; 25.618; 0.0483; 0.1807
158.718; 25.4192; 0.0483; -0.3762
160.716; 25.1371; 0.0484; -0.2706
162.696; 26.199; 0.047; -0.5903
165.516; 25.5445; 0.0469; -0.5698
167.52; 26.4124; 0.0454; -0.7593
169.518; 25.8342; 0.0453; 0.0411
171.558; 26.3969; 0.0453; 0.8303
173.556; 25.7551; 0.0444; 1.8338
176.058; 24.6438; 0.0432; 2.3983
178.056; 24.9185; 0.0453; 2.8214
180.06; 22.8838; 0.0444; 3.0086
182.058; 22.0155; 0.0442; 3.0114
184.08; 22.356; 0.0443; 2.593
186.516; 23.4497; 0.0438; 2.5936
188.76; 22.4956; 0.0416; 2.4972
190.758; 21.09; 0.0413; 2.2545
192.756; 21.1207; 0.041; 2.0416
194.76; 20.9348; 0.041; 2.2715
197.178; 20.6101; 0.0402; 2.6527
199.176; 20.4429; 0.0425; 3.2313
201.18; 19.9889; 0.042; 4.2079
203.16; 18.4809; 0.0407; 5.05
205.158; 18.7056; 0.0396; 5.5485
207.618; 19.553; 0.0414; 5.4459
209.598; 19.1836; 0.0391; 5.5596
211.776; 18.6854; 0.0386; 4.8398
213.78; 16.7944; 0.0395; 4.4851
215.778; 16.5707; 0.0383; 4.0998
218.28; 16.7934; 0.037; 3.6031
220.278; 17.2643; 0.0367; 2.536
222.258; 16.796; 0.0377; 1.9891
224.238; 16.9102; 0.0359; 1.3002
226.218; 15.3985; 0.0372; 0.909
228.756; 14.834; 0.0372; 0.507
230.736; 15.1143; 0.0367; 0.6582
232.98; 13.8222; 0.0361; 0.4946
